participant	content	token	lemma	tagged_token	tagged_lemma	file
MOT	ohwell this is gonna be over soon  	['ohwell', 'this', 'is', 'gon', 'na', 'be', 'over', 'soon']	['ohwell', 'this', 'be', 'gon', 'na', 'be', 'over', 'soon']	[('ohwell', 'UH'), ('this', 'DT'), ('is', 'VBZ'), ('gon', 'VBG'), ('na', 'RB'), ('be', 'VB'), ('over', 'IN'), ('soon', 'RB')]	[('ohwell', 'UH'), ('this', 'DT'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'RB'), ('be', 'VB'), ('over', 'IN'), ('soon', 'RB')]	Dyad4-time1-condTD.txt
CHI	yeah alright so this guy's the same  	"['yeah', 'alright', 'so', 'this', 'guy', ""'s"", 'the', 'same']"	"['yeah', 'alright', 'so', 'this', 'guy', ""'s"", 'the', 'same']"	"[('yeah', 'RB'), ('alright', 'RB'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('same', 'JJ')]"	"[('yeah', 'RB'), ('alright', 'RB'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('same', 'JJ')]"	Dyad4-time1-condTD.txt
MOT	i think   i'm failing this pattern  	['i', 'think', 'i', 'am', 'failing', 'this', 'pattern']	['i', 'think', 'i', 'be', 'fail', 'this', 'pattern']	[('i', 'JJ'), ('think', 'VBP'), ('i', 'JJ'), ('am', 'VBP'), ('failing', 'VBG'), ('this', 'DT'), ('pattern', 'NN')]	[('i', 'JJ'), ('think', 'VBP'), ('i', 'JJ'), ('be', 'VB'), ('fail', 'VBN'), ('this', 'DT'), ('pattern', 'NN')]	Dyad4-time1-condTD.txt
CHI	friendly alien  	['friendly', 'alien']	['friendly', 'alien']	[('friendly', 'JJ'), ('alien', 'NN')]	[('friendly', 'JJ'), ('alien', 'NN')]	Dyad4-time1-condTD.txt
MOT	why are we making mistakes  	['why', 'are', 'we', 'making', 'mistakes']	['why', 'be', 'we', 'make', 'mistake']	[('why', 'WRB'), ('are', 'VBP'), ('we', 'PRP'), ('making', 'VBG'), ('mistakes', 'NNS')]	[('why', 'WRB'), ('be', 'VB'), ('we', 'PRP'), ('make', 'VBP'), ('mistake', 'VB')]	Dyad4-time1-condTD.txt
CHI	i don't know  	['i', 'do', 'not', 'know']	['i', 'do', 'not', 'know']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	Dyad4-time1-condTD.txt
MOT	i'm usually good at this kind of arms are down and blue  	['i', 'am', 'usually', 'good', 'at', 'this', 'kind', 'of', 'arms', 'are', 'down', 'and', 'blue']	['i', 'be', 'usually', 'good', 'at', 'this', 'kind', 'of', 'arm', 'be', 'down', 'and', 'blue']	[('i', 'NNS'), ('am', 'VBP'), ('usually', 'RB'), ('good', 'JJ'), ('at', 'IN'), ('this', 'DT'), ('kind', 'NN'), ('of', 'IN'), ('arms', 'NNS'), ('are', 'VBP'), ('down', 'RB'), ('and', 'CC'), ('blue', 'VB')]	[('i', 'RB'), ('be', 'VB'), ('usually', 'RB'), ('good', 'JJ'), ('at', 'IN'), ('this', 'DT'), ('kind', 'NN'), ('of', 'IN'), ('arm', 'NN'), ('be', 'VB'), ('down', 'VBN'), ('and', 'CC'), ('blue', 'JJ')]	Dyad4-time1-condTD.txt
CHI	this guy is   and blue chonky legs  	['this', 'guy', 'is', 'and', 'blue', 'chonky', 'legs']	['this', 'guy', 'be', 'and', 'blue', 'chonky', 'leg']	[('this', 'DT'), ('guy', 'NN'), ('is', 'VBZ'), ('and', 'CC'), ('blue', 'JJ'), ('chonky', 'NN'), ('legs', 'NNS')]	[('this', 'DT'), ('guy', 'NN'), ('be', 'VB'), ('and', 'CC'), ('blue', 'VB'), ('chonky', 'NN'), ('leg', 'NN')]	Dyad4-time1-condTD.txt
MOT	and big eyes  	['and', 'big', 'eyes']	['and', 'big', 'eye']	[('and', 'CC'), ('big', 'JJ'), ('eyes', 'NNS')]	[('and', 'CC'), ('big', 'JJ'), ('eye', 'NN')]	Dyad4-time1-condTD.txt
CHI	big eyes   their faces seem the same  	['big', 'eyes', 'their', 'faces', 'seem', 'the', 'same']	['big', 'eye', 'their', 'face', 'seem', 'the', 'same']	[('big', 'JJ'), ('eyes', 'NNS'), ('their', 'PRP$'), ('faces', 'VBZ'), ('seem', 'VBP'), ('the', 'DT'), ('same', 'JJ')]	[('big', 'JJ'), ('eye', 'NN'), ('their', 'PRP$'), ('face', 'NN'), ('seem', 'VBP'), ('the', 'DT'), ('same', 'JJ')]	Dyad4-time1-condTD.txt
MOT	does that have anything to do with it or are we missing something completely obvious  	['does', 'that', 'have', 'anything', 'to', 'do', 'with', 'it', 'or', 'are', 'we', 'missing', 'something', 'completely', 'obvious']	['do', 'that', 'have', 'anything', 'to', 'do', 'with', 'it', 'or', 'be', 'we', 'miss', 'something', 'completely', 'obvious']	[('does', 'VBZ'), ('that', 'WDT'), ('have', 'VB'), ('anything', 'NN'), ('to', 'TO'), ('do', 'VB'), ('with', 'IN'), ('it', 'PRP'), ('or', 'CC'), ('are', 'VBP'), ('we', 'PRP'), ('missing', 'VBG'), ('something', 'NN'), ('completely', 'RB'), ('obvious', 'JJ')]	[('do', 'VBP'), ('that', 'DT'), ('have', 'VBP'), ('anything', 'NN'), ('to', 'TO'), ('do', 'VB'), ('with', 'IN'), ('it', 'PRP'), ('or', 'CC'), ('be', 'VB'), ('we', 'PRP'), ('miss', 'VBP'), ('something', 'NN'), ('completely', 'RB'), ('obvious', 'JJ')]	Dyad4-time1-condTD.txt
CHI	yeah is there just a gem poking out of his pocket   ask for a gem   i don't know but those last ones to ask for it   i'm gonna do ask for it   nope just waved   we got the first ones right  	['yeah', 'is', 'there', 'just', 'a', 'gem', 'poking', 'out', 'of', 'his', 'pocket', 'ask', 'for', 'a', 'gem', 'i', 'do', 'not', 'know', 'but', 'those', 'last', 'ones', 'to', 'ask', 'for', 'it', 'i', 'am', 'gon', 'na', 'do', 'ask', 'for', 'it', 'nope', 'just', 'waved', 'we', 'got', 'the', 'first', 'ones', 'right']	['yeah', 'be', 'there', 'just', 'a', 'gem', 'poke', 'out', 'of', 'his', 'pocket', 'ask', 'for', 'a', 'gem', 'i', 'do', 'not', 'know', 'but', 'those', 'last', 'one', 'to', 'ask', 'for', 'it', 'i', 'be', 'gon', 'na', 'do', 'ask', 'for', 'it', 'nope', 'just', 'wave', 'we', 'get', 'the', 'first', 'one', 'right']	[('yeah', 'NN'), ('is', 'VBZ'), ('there', 'RB'), ('just', 'RB'), ('a', 'DT'), ('gem', 'NN'), ('poking', 'VBG'), ('out', 'IN'), ('of', 'IN'), ('his', 'PRP$'), ('pocket', 'NN'), ('ask', 'NN'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN'), ('i', 'NN'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('but', 'CC'), ('those', 'DT'), ('last', 'JJ'), ('ones', 'NNS'), ('to', 'TO'), ('ask', 'VB'), ('for', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('am', 'VBP'), ('gon', 'VBG'), ('na', 'TO'), ('do', 'VB'), ('ask', 'VB'), ('for', 'IN'), ('it', 'PRP'), ('nope', 'VBZ'), ('just', 'RB'), ('waved', 'VBN'), ('we', 'PRP'), ('got', 'VBD'), ('the', 'DT'), ('first', 'JJ'), ('ones', 'NNS'), ('right', 'RB')]	[('yeah', 'RB'), ('be', 'VB'), ('there', 'RB'), ('just', 'RB'), ('a', 'DT'), ('gem', 'NN'), ('poke', 'VBD'), ('out', 'IN'), ('of', 'IN'), ('his', 'PRP$'), ('pocket', 'NN'), ('ask', 'NN'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN'), ('i', 'NN'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('but', 'CC'), ('those', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('to', 'TO'), ('ask', 'VB'), ('for', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO'), ('do', 'VB'), ('ask', 'VB'), ('for', 'IN'), ('it', 'PRP'), ('nope', 'VBZ'), ('just', 'RB'), ('wave', 'VBN'), ('we', 'PRP'), ('get', 'VBP'), ('the', 'DT'), ('first', 'JJ'), ('one', 'CD'), ('right', 'NN')]	Dyad4-time1-condTD.txt
MOT	'cause we were being evil   i don't know honey   but it will be humiliating when we figure out what it is  	['because', 'we', 'were', 'being', 'evil', 'i', 'do', 'not', 'know', 'honey', 'but', 'it', 'will', 'be', 'humiliating', 'when', 'we', 'figure', 'out', 'what', 'it', 'is']	['because', 'we', 'be', 'be', 'evil', 'i', 'do', 'not', 'know', 'honey', 'but', 'it', 'will', 'be', 'humiliate', 'when', 'we', 'figure', 'out', 'what', 'it', 'be']	[('because', 'IN'), ('we', 'PRP'), ('were', 'VBD'), ('being', 'VBG'), ('evil', 'JJ'), ('i', 'NN'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('honey', 'NN'), ('but', 'CC'), ('it', 'PRP'), ('will', 'MD'), ('be', 'VB'), ('humiliating', 'VBG'), ('when', 'WRB'), ('we', 'PRP'), ('figure', 'VBP'), ('out', 'RP'), ('what', 'WP'), ('it', 'PRP'), ('is', 'VBZ')]	[('because', 'IN'), ('we', 'PRP'), ('be', 'VB'), ('be', 'VB'), ('evil', 'JJ'), ('i', 'NN'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('honey', 'NN'), ('but', 'CC'), ('it', 'PRP'), ('will', 'MD'), ('be', 'VB'), ('humiliate', 'JJ'), ('when', 'WRB'), ('we', 'PRP'), ('figure', 'VBP'), ('out', 'RP'), ('what', 'WP'), ('it', 'PRP'), ('be', 'VB')]	Dyad4-time1-condTD.txt
CHI	whoa okay this guy has some devil eyes on him   he's the same with weird eyes   so i'm gonna steal from this guy   i don't know   his eyes are just really creeping me out nope just wave so he's friendly  	['whoa', 'okay', 'this', 'guy', 'has', 'some', 'devil', 'eyes', 'on', 'him', 'he', 'is', 'the', 'same', 'with', 'weird', 'eyes', 'so', 'i', 'am', 'gon', 'na', 'steal', 'from', 'this', 'guy', 'i', 'do', 'not', 'know', 'his', 'eyes', 'are', 'just', 'really', 'creeping', 'me', 'out', 'nope', 'just', 'wave', 'so', 'he', 'is', 'friendly']	['whoa', 'okay', 'this', 'guy', 'have', 'some', 'devil', 'eye', 'on', 'him', 'he', 'be', 'the', 'same', 'with', 'weird', 'eye', 'so', 'i', 'be', 'gon', 'na', 'steal', 'from', 'this', 'guy', 'i', 'do', 'not', 'know', 'his', 'eye', 'be', 'just', 'really', 'creep', 'me', 'out', 'nope', 'just', 'wave', 'so', 'he', 'be', 'friendly']	[('whoa', 'NN'), ('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), ('has', 'VBZ'), ('some', 'DT'), ('devil', 'JJ'), ('eyes', 'NNS'), ('on', 'IN'), ('him', 'PRP'), ('he', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('same', 'JJ'), ('with', 'IN'), ('weird', 'JJ'), ('eyes', 'NNS'), ('so', 'RB'), ('i', 'JJ'), ('am', 'VBP'), ('gon', 'VBG'), ('na', 'TO'), ('steal', 'VB'), ('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('i', 'VB'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('his', 'PRP$'), ('eyes', 'NNS'), ('are', 'VBP'), ('just', 'RB'), ('really', 'RB'), ('creeping', 'VBG'), ('me', 'PRP'), ('out', 'IN'), ('nope', 'NN'), ('just', 'RB'), ('wave', 'VB'), ('so', 'RB'), ('he', 'PRP'), ('is', 'VBZ'), ('friendly', 'JJ')]	[('whoa', 'NN'), ('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), ('have', 'VBP'), ('some', 'DT'), ('devil', 'VBP'), ('eye', 'NN'), ('on', 'IN'), ('him', 'PRP'), ('he', 'PRP'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('with', 'IN'), ('weird', 'JJ'), ('eye', 'NN'), ('so', 'IN'), ('i', 'JJ'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO'), ('steal', 'VB'), ('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('i', 'VB'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('his', 'PRP$'), ('eye', 'NN'), ('be', 'VB'), ('just', 'RB'), ('really', 'RB'), ('creep', 'VB'), ('me', 'PRP'), ('out', 'IN'), ('nope', 'NN'), ('just', 'RB'), ('wave', 'VB'), ('so', 'RB'), ('he', 'PRP'), ('be', 'VB'), ('friendly', 'JJ')]	Dyad4-time1-condTD.txt
MOT	we are not catching on to the pattern  	['we', 'are', 'not', 'catching', 'on', 'to', 'the', 'pattern']	['we', 'be', 'not', 'catch', 'on', 'to', 'the', 'pattern']	[('we', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('catching', 'VBG'), ('on', 'IN'), ('to', 'TO'), ('the', 'DT'), ('pattern', 'NN')]	[('we', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('catch', 'VB'), ('on', 'IN'), ('to', 'TO'), ('the', 'DT'), ('pattern', 'NN')]	Dyad4-time1-condTD.txt
CHI	okay so green's  	"['okay', 'so', 'green', ""'s""]"	"['okay', 'so', 'green', ""'s""]"	"[('okay', 'NNS'), ('so', 'RB'), ('green', 'JJ'), (""'s"", 'POS')]"	"[('okay', 'NNS'), ('so', 'RB'), ('green', 'JJ'), (""'s"", 'POS')]"	Dyad4-time1-condTD.txt
MOT	i've lost count   alright let's just keep losing  	['i', 'have', 'lost', 'count', 'alright', 'let', 'us', 'just', 'keep', 'losing']	['i', 'have', 'lose', 'count', 'alright', 'let', 'u', 'just', 'keep', 'lose']	[('i', 'NNS'), ('have', 'VBP'), ('lost', 'VBN'), ('count', 'NN'), ('alright', 'NN'), ('let', 'VB'), ('us', 'PRP'), ('just', 'RB'), ('keep', 'VB'), ('losing', 'VBG')]	[('i', 'NNS'), ('have', 'VBP'), ('lose', 'JJ'), ('count', 'NN'), ('alright', 'VBD'), ('let', 'VB'), ('u', 'JJ'), ('just', 'RB'), ('keep', 'VB'), ('lose', 'NN')]	Dyad4-time1-condTD.txt
CHI	we'll get lucky one time  	['we', 'will', 'get', 'lucky', 'one', 'time']	['we', 'will', 'get', 'lucky', 'one', 'time']	[('we', 'PRP'), ('will', 'MD'), ('get', 'VB'), ('lucky', 'JJ'), ('one', 'CD'), ('time', 'NN')]	[('we', 'PRP'), ('will', 'MD'), ('get', 'VB'), ('lucky', 'JJ'), ('one', 'CD'), ('time', 'NN')]	Dyad4-time1-condTD.txt
MOT	so it has nothing to do with the arms being up or down  	['so', 'it', 'has', 'nothing', 'to', 'do', 'with', 'the', 'arms', 'being', 'up', 'or', 'down']	['so', 'it', 'have', 'nothing', 'to', 'do', 'with', 'the', 'arm', 'be', 'up', 'or', 'down']	[('so', 'IN'), ('it', 'PRP'), ('has', 'VBZ'), ('nothing', 'NN'), ('to', 'TO'), ('do', 'VB'), ('with', 'IN'), ('the', 'DT'), ('arms', 'NNS'), ('being', 'VBG'), ('up', 'RP'), ('or', 'CC'), ('down', 'IN')]	[('so', 'IN'), ('it', 'PRP'), ('have', 'VBP'), ('nothing', 'NN'), ('to', 'TO'), ('do', 'VB'), ('with', 'IN'), ('the', 'DT'), ('arm', 'NN'), ('be', 'VB'), ('up', 'IN'), ('or', 'CC'), ('down', 'IN')]	Dyad4-time1-condTD.txt
CHI	maybe it's just a  maybe it's just a twenty five percent chance every time   so i think the arms do mean    i'm sure like it matters  	['maybe', 'it', 'is', 'just', 'a', 'maybe', 'it', 'is', 'just', 'a', 'twenty', 'five', 'percent', 'chance', 'every', 'time', 'so', 'i', 'think', 'the', 'arms', 'do', 'mean', 'i', 'am', 'sure', 'like', 'it', 'matters']	['maybe', 'it', 'be', 'just', 'a', 'maybe', 'it', 'be', 'just', 'a', 'twenty', 'five', 'percent', 'chance', 'every', 'time', 'so', 'i', 'think', 'the', 'arm', 'do', 'mean', 'i', 'be', 'sure', 'like', 'it', 'matter']	[('maybe', 'RB'), ('it', 'PRP'), ('is', 'VBZ'), ('just', 'RB'), ('a', 'DT'), ('maybe', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('just', 'RB'), ('a', 'DT'), ('twenty', 'JJ'), ('five', 'CD'), ('percent', 'NN'), ('chance', 'NN'), ('every', 'DT'), ('time', 'NN'), ('so', 'IN'), ('i', 'JJ'), ('think', 'VBP'), ('the', 'DT'), ('arms', 'NNS'), ('do', 'VBP'), ('mean', 'VB'), ('i', 'VB'), ('am', 'VBP'), ('sure', 'JJ'), ('like', 'IN'), ('it', 'PRP'), ('matters', 'NNS')]	[('maybe', 'RB'), ('it', 'PRP'), ('be', 'VB'), ('just', 'RB'), ('a', 'DT'), ('maybe', 'NN'), ('it', 'PRP'), ('be', 'VB'), ('just', 'RB'), ('a', 'DT'), ('twenty', 'JJ'), ('five', 'CD'), ('percent', 'NN'), ('chance', 'NN'), ('every', 'DT'), ('time', 'NN'), ('so', 'IN'), ('i', 'JJ'), ('think', 'VBP'), ('the', 'DT'), ('arm', 'NN'), ('do', 'VBP'), ('mean', 'VB'), ('i', 'NN'), ('be', 'VB'), ('sure', 'JJ'), ('like', 'IN'), ('it', 'PRP'), ('matter', 'NN')]	Dyad4-time1-condTD.txt
MOT	i don't think it matters   the spots matter  	['i', 'do', 'not', 'think', 'it', 'matters', 'the', 'spots', 'matter']	['i', 'do', 'not', 'think', 'it', 'matter', 'the', 'spot', 'matter']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('it', 'PRP'), ('matters', 'VBZ'), ('the', 'DT'), ('spots', 'NNS'), ('matter', 'NN')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('think', 'VB'), ('it', 'PRP'), ('matter', 'JJR'), ('the', 'DT'), ('spot', 'NN'), ('matter', 'NN')]	Dyad4-time1-condTD.txt
CHI	okay this guy's spotted   and he has weak little arms   and he has small legs   did this guy look like he has money on him   he looks like a frog  	"['okay', 'this', 'guy', ""'s"", 'spotted', 'and', 'he', 'has', 'weak', 'little', 'arms', 'and', 'he', 'has', 'small', 'legs', 'did', 'this', 'guy', 'look', 'like', 'he', 'has', 'money', 'on', 'him', 'he', 'looks', 'like', 'a', 'frog']"	"['okay', 'this', 'guy', ""'s"", 'spotted', 'and', 'he', 'have', 'weak', 'little', 'arm', 'and', 'he', 'have', 'small', 'leg', 'do', 'this', 'guy', 'look', 'like', 'he', 'have', 'money', 'on', 'him', 'he', 'look', 'like', 'a', 'frog']"	"[('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('spotted', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('weak', 'JJ'), ('little', 'JJ'), ('arms', 'NNS'), ('and', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('small', 'JJ'), ('legs', 'NNS'), ('did', 'VBD'), ('this', 'DT'), ('guy', 'NN'), ('look', 'NN'), ('like', 'IN'), ('he', 'PRP'), ('has', 'VBZ'), ('money', 'NN'), ('on', 'IN'), ('him', 'PRP'), ('he', 'PRP'), ('looks', 'VBZ'), ('like', 'IN'), ('a', 'DT'), ('frog', 'NN')]"	"[('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('spotted', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('have', 'VBP'), ('weak', 'JJ'), ('little', 'JJ'), ('arm', 'NN'), ('and', 'CC'), ('he', 'PRP'), ('have', 'VBP'), ('small', 'JJ'), ('leg', 'NNS'), ('do', 'VBP'), ('this', 'DT'), ('guy', 'NN'), ('look', 'NN'), ('like', 'IN'), ('he', 'PRP'), ('have', 'VBP'), ('money', 'NN'), ('on', 'IN'), ('him', 'PRP'), ('he', 'PRP'), ('look', 'VBZ'), ('like', 'IN'), ('a', 'DT'), ('frog', 'NN')]"	Dyad4-time1-condTD.txt
MOT	did we steal from the guy with the spots   and the small legs  	['did', 'we', 'steal', 'from', 'the', 'guy', 'with', 'the', 'spots', 'and', 'the', 'small', 'legs']	['do', 'we', 'steal', 'from', 'the', 'guy', 'with', 'the', 'spot', 'and', 'the', 'small', 'leg']	[('did', 'VBD'), ('we', 'PRP'), ('steal', 'VB'), ('from', 'IN'), ('the', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('the', 'DT'), ('spots', 'NNS'), ('and', 'CC'), ('the', 'DT'), ('small', 'JJ'), ('legs', 'NNS')]	[('do', 'VBP'), ('we', 'PRP'), ('steal', 'VB'), ('from', 'IN'), ('the', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('the', 'DT'), ('spot', 'NN'), ('and', 'CC'), ('the', 'DT'), ('small', 'JJ'), ('leg', 'NN')]	Dyad4-time1-condTD.txt
CHI	the guy with the spots was buff though  	['the', 'guy', 'with', 'the', 'spots', 'was', 'buff', 'though']	['the', 'guy', 'with', 'the', 'spot', 'be', 'buff', 'though']	[('the', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('the', 'DT'), ('spots', 'NNS'), ('was', 'VBD'), ('buff', 'VBN'), ('though', 'IN')]	[('the', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('the', 'DT'), ('spot', 'NN'), ('be', 'VB'), ('buff', 'VBN'), ('though', 'IN')]	Dyad4-time1-condTD.txt
MOT	okay then what was the result of that one  	['okay', 'then', 'what', 'was', 'the', 'result', 'of', 'that', 'one']	['okay', 'then', 'what', 'be', 'the', 'result', 'of', 'that', 'one']	[('okay', 'RB'), ('then', 'RB'), ('what', 'WP'), ('was', 'VBD'), ('the', 'DT'), ('result', 'NN'), ('of', 'IN'), ('that', 'DT'), ('one', 'CD')]	[('okay', 'RB'), ('then', 'RB'), ('what', 'WP'), ('be', 'VB'), ('the', 'DT'), ('result', 'NN'), ('of', 'IN'), ('that', 'DT'), ('one', 'CD')]	Dyad4-time1-condTD.txt
CHI	we got gems  	['we', 'got', 'gems']	['we', 'get', 'gem']	[('we', 'PRP'), ('got', 'VBD'), ('gems', 'NNS')]	[('we', 'PRP'), ('get', 'VBP'), ('gem', 'JJ')]	Dyad4-time1-condTD.txt
MOT	did we ask or take  	['did', 'we', 'ask', 'or', 'take']	['do', 'we', 'ask', 'or', 'take']	[('did', 'VBD'), ('we', 'PRP'), ('ask', 'VB'), ('or', 'CC'), ('take', 'VB')]	[('do', 'VBP'), ('we', 'PRP'), ('ask', 'VB'), ('or', 'CC'), ('take', 'VB')]	Dyad4-time1-condTD.txt
CHI	i think the legs also matter 'cause i've seen some guy with big legs and small legs   i think we stole from him that last guy  	['i', 'think', 'the', 'legs', 'also', 'matter', 'because', 'i', 'have', 'seen', 'some', 'guy', 'with', 'big', 'legs', 'and', 'small', 'legs', 'i', 'think', 'we', 'stole', 'from', 'him', 'that', 'last', 'guy']	['i', 'think', 'the', 'leg', 'also', 'matter', 'because', 'i', 'have', 'see', 'some', 'guy', 'with', 'big', 'leg', 'and', 'small', 'leg', 'i', 'think', 'we', 'steal', 'from', 'him', 'that', 'last', 'guy']	[('i', 'NN'), ('think', 'VBP'), ('the', 'DT'), ('legs', 'NNS'), ('also', 'RB'), ('matter', 'VBP'), ('because', 'IN'), ('i', 'NN'), ('have', 'VBP'), ('seen', 'VBN'), ('some', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('big', 'JJ'), ('legs', 'NNS'), ('and', 'CC'), ('small', 'JJ'), ('legs', 'NNS'), ('i', 'JJ'), ('think', 'VBP'), ('we', 'PRP'), ('stole', 'VBP'), ('from', 'IN'), ('him', 'PRP'), ('that', 'IN'), ('last', 'JJ'), ('guy', 'NN')]	[('i', 'NN'), ('think', 'VBP'), ('the', 'DT'), ('leg', 'NN'), ('also', 'RB'), ('matter', 'NN'), ('because', 'IN'), ('i', 'NN'), ('have', 'VBP'), ('see', 'VBN'), ('some', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('big', 'JJ'), ('leg', 'NN'), ('and', 'CC'), ('small', 'JJ'), ('leg', 'NN'), ('i', 'JJ'), ('think', 'VBP'), ('we', 'PRP'), ('steal', 'VBP'), ('from', 'IN'), ('him', 'PRP'), ('that', 'IN'), ('last', 'JJ'), ('guy', 'NN')]	Dyad4-time1-condTD.txt
MOT	the big dude  	['the', 'big', 'dude']	['the', 'big', 'dude']	[('the', 'DT'), ('big', 'JJ'), ('dude', 'NN')]	[('the', 'DT'), ('big', 'JJ'), ('dude', 'NN')]	Dyad4-time1-condTD.txt
CHI	the big dude the first guy that we faced  	['the', 'big', 'dude', 'the', 'first', 'guy', 'that', 'we', 'faced']	['the', 'big', 'dude', 'the', 'first', 'guy', 'that', 'we', 'face']	[('the', 'DT'), ('big', 'JJ'), ('dude', 'NN'), ('the', 'DT'), ('first', 'JJ'), ('guy', 'NN'), ('that', 'IN'), ('we', 'PRP'), ('faced', 'VBD')]	[('the', 'DT'), ('big', 'JJ'), ('dude', 'NN'), ('the', 'DT'), ('first', 'JJ'), ('guy', 'NN'), ('that', 'IN'), ('we', 'PRP'), ('face', 'VBP')]	Dyad4-time1-condTD.txt
MOT	so do we try stealing  	['so', 'do', 'we', 'try', 'stealing']	['so', 'do', 'we', 'try', 'steal']	[('so', 'RB'), ('do', 'VBP'), ('we', 'PRP'), ('try', 'VB'), ('stealing', 'VBG')]	[('so', 'RB'), ('do', 'VBP'), ('we', 'PRP'), ('try', 'VB'), ('steal', 'VB')]	Dyad4-time1-condTD.txt
CHI	from this guy   i don't  	['from', 'this', 'guy', 'i', 'do', 'not']	['from', 'this', 'guy', 'i', 'do', 'not']	[('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('i', 'VB'), ('do', 'VBP'), ('not', 'RB')]	[('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('i', 'VB'), ('do', 'VBP'), ('not', 'RB')]	Dyad4-time1-condTD.txt
MOT	is it the spots or the legs  	['is', 'it', 'the', 'spots', 'or', 'the', 'legs']	['be', 'it', 'the', 'spot', 'or', 'the', 'leg']	[('is', 'VBZ'), ('it', 'PRP'), ('the', 'DT'), ('spots', 'NNS'), ('or', 'CC'), ('the', 'DT'), ('legs', 'NNS')]	[('be', 'VB'), ('it', 'PRP'), ('the', 'DT'), ('spot', 'NN'), ('or', 'CC'), ('the', 'DT'), ('leg', 'NN')]	Dyad4-time1-condTD.txt
CHI	is this guy a bad guy  	['is', 'this', 'guy', 'a', 'bad', 'guy']	['be', 'this', 'guy', 'a', 'bad', 'guy']	[('is', 'VBZ'), ('this', 'DT'), ('guy', 'NN'), ('a', 'DT'), ('bad', 'JJ'), ('guy', 'NN')]	[('be', 'VB'), ('this', 'DT'), ('guy', 'NN'), ('a', 'DT'), ('bad', 'JJ'), ('guy', 'NN')]	Dyad4-time1-condTD.txt
MOT	we won't know until we decide   you can  	['we', 'will', 'not', 'know', 'until', 'we', 'decide', 'you', 'can']	['we', 'will', 'not', 'know', 'until', 'we', 'decide', 'you', 'can']	[('we', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('know', 'VB'), ('until', 'IN'), ('we', 'PRP'), ('decide', 'VBP'), ('you', 'PRP'), ('can', 'MD')]	[('we', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('know', 'VB'), ('until', 'IN'), ('we', 'PRP'), ('decide', 'VBP'), ('you', 'PRP'), ('can', 'MD')]	Dyad4-time1-condTD.txt
CHI	ask him  	['ask', 'him']	['ask', 'him']	[('ask', 'NN'), ('him', 'PRP')]	[('ask', 'NN'), ('him', 'PRP')]	Dyad4-time1-condTD.txt
