participant	content	token	lemma	tagged_token	tagged_lemma	file
CHI	okay so this one doesn't have red eyes so it's going like this i say we try and steal a gem  	['okay', 'so', 'this', 'one', 'does', 'not', 'have', 'red', 'eyes', 'so', 'it', 'is', 'going', 'like', 'this', 'i', 'say', 'we', 'try', 'and', 'steal', 'a', 'gem']	['okay', 'so', 'this', 'one', 'do', 'not', 'have', 'red', 'eye', 'so', 'it', 'be', 'go', 'like', 'this', 'i', 'say', 'we', 'try', 'and', 'steal', 'a', 'gem']	[('okay', 'RB'), ('so', 'RB'), ('this', 'DT'), ('one', 'NN'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('red', 'JJ'), ('eyes', 'NNS'), ('so', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('going', 'VBG'), ('like', 'IN'), ('this', 'DT'), ('i', 'JJ'), ('say', 'VBP'), ('we', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('steal', 'VBP'), ('a', 'DT'), ('gem', 'NN')]	[('okay', 'RB'), ('so', 'RB'), ('this', 'DT'), ('one', 'CD'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('red', 'VBN'), ('eye', 'NN'), ('so', 'IN'), ('it', 'PRP'), ('be', 'VB'), ('go', 'VBN'), ('like', 'IN'), ('this', 'DT'), ('i', 'JJ'), ('say', 'VBP'), ('we', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('steal', 'VBP'), ('a', 'DT'), ('gem', 'NN')]	Dyad2-time1-condTD.txt
MOT	eyes wide open sure goahead   dude you're not good at this  	['eyes', 'wide', 'open', 'sure', 'goahead', 'dude', 'you', 'are', 'not', 'good', 'at', 'this']	['eye', 'wide', 'open', 'sure', 'goahead', 'dude', 'you', 'be', 'not', 'good', 'at', 'this']	[('eyes', 'NNS'), ('wide', 'JJ'), ('open', 'JJ'), ('sure', 'JJ'), ('goahead', 'UH'), ('dude', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('good', 'JJ'), ('at', 'IN'), ('this', 'DT')]	[('eye', 'NN'), ('wide', 'JJ'), ('open', 'JJ'), ('sure', 'JJ'), ('goahead', 'UH'), ('dude', 'NN'), ('you', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('good', 'JJ'), ('at', 'IN'), ('this', 'DT')]	Dyad2-time1-condTD.txt
CHI	i don't know why i was supposed to   okay unhappy  	['i', 'do', 'not', 'know', 'why', 'i', 'was', 'supposed', 'to', 'okay', 'unhappy']	['i', 'do', 'not', 'know', 'why', 'i', 'be', 'suppose', 'to', 'okay', 'unhappy']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('why', 'WRB'), ('i', 'NN'), ('was', 'VBD'), ('supposed', 'VBN'), ('to', 'TO'), ('okay', 'VB'), ('unhappy', 'JJ')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('why', 'WRB'), ('i', 'JJ'), ('be', 'VB'), ('suppose', 'JJ'), ('to', 'TO'), ('okay', 'VB'), ('unhappy', 'JJ')]	Dyad2-time1-condTD.txt
MOT	ask him  	['ask', 'him']	['ask', 'him']	[('ask', 'NN'), ('him', 'PRP')]	[('ask', 'NN'), ('him', 'PRP')]	Dyad2-time1-condTD.txt
CHI	ask him for a gem  	['ask', 'him', 'for', 'a', 'gem']	['ask', 'him', 'for', 'a', 'gem']	[('ask', 'VB'), ('him', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('ask', 'VB'), ('him', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad2-time1-condTD.txt
MOT	yep well everything else is done  	['yep', 'well', 'everything', 'else', 'is', 'done']	['yep', 'well', 'everything', 'else', 'be', 'do']	[('yep', 'RB'), ('well', 'RB'), ('everything', 'NN'), ('else', 'RB'), ('is', 'VBZ'), ('done', 'VBN')]	[('yep', 'RB'), ('well', 'RB'), ('everything', 'NN'), ('else', 'RB'), ('be', 'VB'), ('do', 'VBP')]	Dyad2-time1-condTD.txt
CHI	this is making no sense   i wonder if their eyes red are friendly aliens   what do you wanna do here   this is a stupid game nooffense   how is that  	['this', 'is', 'making', 'no', 'sense', 'i', 'wonder', 'if', 'their', 'eyes', 'red', 'are', 'friendly', 'aliens', 'what', 'do', 'you', 'wan', 'na', 'do', 'here', 'this', 'is', 'a', 'stupid', 'game', 'nooffense', 'how', 'is', 'that']	['this', 'be', 'make', 'no', 'sense', 'i', 'wonder', 'if', 'their', 'eye', 'red', 'be', 'friendly', 'alien', 'what', 'do', 'you', 'wan', 'na', 'do', 'here', 'this', 'be', 'a', 'stupid', 'game', 'nooffense', 'how', 'be', 'that']	[('this', 'DT'), ('is', 'VBZ'), ('making', 'VBG'), ('no', 'DT'), ('sense', 'NN'), ('i', 'VBZ'), ('wonder', 'VBP'), ('if', 'IN'), ('their', 'PRP$'), ('eyes', 'NNS'), ('red', 'VBN'), ('are', 'VBP'), ('friendly', 'JJ'), ('aliens', 'NNS'), ('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('wan', 'VB'), ('na', 'NNS'), ('do', 'VB'), ('here', 'RB'), ('this', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('stupid', 'JJ'), ('game', 'NN'), ('nooffense', 'UH'), ('how', 'WRB'), ('is', 'VBZ'), ('that', 'IN')]	[('this', 'DT'), ('be', 'VB'), ('make', 'VBP'), ('no', 'DT'), ('sense', 'NN'), ('i', 'VBZ'), ('wonder', 'VBP'), ('if', 'IN'), ('their', 'PRP$'), ('eye', 'NN'), ('red', 'JJ'), ('be', 'VB'), ('friendly', 'JJ'), ('alien', 'JJ'), ('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('wan', 'VB'), ('na', 'NNS'), ('do', 'VB'), ('here', 'RB'), ('this', 'DT'), ('be', 'VB'), ('a', 'DT'), ('stupid', 'JJ'), ('game', 'NN'), ('nooffense', 'UH'), ('how', 'WRB'), ('be', 'VB'), ('that', 'IN')]	Dyad2-time1-condTD.txt
MOT	okay what determines him    that's the thing like i haven't figured out what makes them friendly  	['okay', 'what', 'determines', 'him', 'that', 'is', 'the', 'thing', 'like', 'i', 'have', 'not', 'figured', 'out', 'what', 'makes', 'them', 'friendly']	['okay', 'what', 'determine', 'him', 'that', 'be', 'the', 'thing', 'like', 'i', 'have', 'not', 'figure', 'out', 'what', 'make', 'them', 'friendly']	[('okay', 'VB'), ('what', 'WP'), ('determines', 'VBZ'), ('him', 'PRP'), ('that', 'WDT'), ('is', 'VBZ'), ('the', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('i', 'NNS'), ('have', 'VBP'), ('not', 'RB'), ('figured', 'VBN'), ('out', 'RP'), ('what', 'WP'), ('makes', 'VBZ'), ('them', 'PRP'), ('friendly', 'JJ')]	[('okay', 'VB'), ('what', 'WP'), ('determine', 'VB'), ('him', 'PRP'), ('that', 'WDT'), ('be', 'VB'), ('the', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('i', 'NNS'), ('have', 'VBP'), ('not', 'RB'), ('figure', 'VBN'), ('out', 'RP'), ('what', 'WP'), ('make', 'VB'), ('them', 'PRP'), ('friendly', 'RB')]	Dyad2-time1-condTD.txt
CHI	yeah what makes them friendly  	['yeah', 'what', 'makes', 'them', 'friendly']	['yeah', 'what', 'make', 'them', 'friendly']	[('yeah', 'VB'), ('what', 'WP'), ('makes', 'VBZ'), ('them', 'PRP'), ('friendly', 'JJ')]	[('yeah', 'NN'), ('what', 'WP'), ('make', 'VB'), ('them', 'PRP'), ('friendly', 'RB')]	Dyad2-time1-condTD.txt
MOT	ask him  ask him nicely  	['ask', 'him', 'ask', 'him', 'nicely']	['ask', 'him', 'ask', 'him', 'nicely']	[('ask', 'VB'), ('him', 'PRP'), ('ask', 'VB'), ('him', 'PRP'), ('nicely', 'RB')]	[('ask', 'VB'), ('him', 'PRP'), ('ask', 'VB'), ('him', 'PRP'), ('nicely', 'RB')]	Dyad2-time1-condTD.txt
CHI	watch it's gonna be we should've stolen it  	['watch', 'it', 'is', 'gon', 'na', 'be', 'we', 'should', 'have', 'stolen', 'it']	['watch', 'it', 'be', 'gon', 'na', 'be', 'we', 'should', 'have', 'steal', 'it']	[('watch', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('gon', 'VBN'), ('na', 'RB'), ('be', 'VB'), ('we', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('stolen', 'VBN'), ('it', 'PRP')]	[('watch', 'VB'), ('it', 'PRP'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'RB'), ('be', 'VB'), ('we', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('steal', 'NN'), ('it', 'PRP')]	Dyad2-time1-condTD.txt
INV	good job  	['good', 'job']	['good', 'job']	[('good', 'JJ'), ('job', 'NN')]	[('good', 'JJ'), ('job', 'NN')]	Dyad2-time1-condTD.txt
CHI	okay so that means they're unhappy  	['okay', 'so', 'that', 'means', 'they', 'are', 'unhappy']	['okay', 'so', 'that', 'mean', 'they', 'be', 'unhappy']	[('okay', 'NNS'), ('so', 'RB'), ('that', 'IN'), ('means', 'VBZ'), ('they', 'PRP'), ('are', 'VBP'), ('unhappy', 'JJ')]	[('okay', 'NNS'), ('so', 'RB'), ('that', 'IN'), ('mean', 'NN'), ('they', 'PRP'), ('be', 'VB'), ('unhappy', 'JJ')]	Dyad2-time1-condTD.txt
MOT	quarter of the way in   well okay this also has spots so is spots an indicator  	['quarter', 'of', 'the', 'way', 'in', 'well', 'okay', 'this', 'also', 'has', 'spots', 'so', 'is', 'spots', 'an', 'indicator']	['quarter', 'of', 'the', 'way', 'in', 'well', 'okay', 'this', 'also', 'have', 'spot', 'so', 'be', 'spots', 'an', 'indicator']	[('quarter', 'NN'), ('of', 'IN'), ('the', 'DT'), ('way', 'NN'), ('in', 'IN'), ('well', 'RB'), ('okay', 'IN'), ('this', 'DT'), ('also', 'RB'), ('has', 'VBZ'), ('spots', 'NNS'), ('so', 'RB'), ('is', 'VBZ'), ('spots', 'JJ'), ('an', 'DT'), ('indicator', 'NN')]	[('quarter', 'NN'), ('of', 'IN'), ('the', 'DT'), ('way', 'NN'), ('in', 'IN'), ('well', 'RB'), ('okay', 'IN'), ('this', 'DT'), ('also', 'RB'), ('have', 'VBP'), ('spot', 'VBN'), ('so', 'RB'), ('be', 'VB'), ('spots', 'NNS'), ('an', 'DT'), ('indicator', 'NN')]	Dyad2-time1-condTD.txt
CHI	for a gem  	['for', 'a', 'gem']	['for', 'a', 'gem']	[('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad2-time1-condTD.txt
MOT	i don't know  	['i', 'do', 'not', 'know']	['i', 'do', 'not', 'know']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	Dyad2-time1-condTD.txt
CHI	i say we run from this one and if we get it wrong  we get it wrong  	['i', 'say', 'we', 'run', 'from', 'this', 'one', 'and', 'if', 'we', 'get', 'it', 'wrong', 'we', 'get', 'it', 'wrong']	['i', 'say', 'we', 'run', 'from', 'this', 'one', 'and', 'if', 'we', 'get', 'it', 'wrong', 'we', 'get', 'it', 'wrong']	[('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('run', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD'), ('and', 'CC'), ('if', 'IN'), ('we', 'PRP'), ('get', 'VBP'), ('it', 'PRP'), ('wrong', 'JJ'), ('we', 'PRP'), ('get', 'VBP'), ('it', 'PRP'), ('wrong', 'JJ')]	[('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('run', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD'), ('and', 'CC'), ('if', 'IN'), ('we', 'PRP'), ('get', 'VBP'), ('it', 'PRP'), ('wrong', 'JJ'), ('we', 'PRP'), ('get', 'VBP'), ('it', 'PRP'), ('wrong', 'JJ')]	Dyad2-time1-condTD.txt
MOT	sure why not  	['sure', 'why', 'not']	['sure', 'why', 'not']	[('sure', 'JJ'), ('why', 'WRB'), ('not', 'RB')]	[('sure', 'JJ'), ('why', 'WRB'), ('not', 'RB')]	Dyad2-time1-condTD.txt
CHI	yup okay so spots means they don't have gems i think   so spots happy alien i say we just wave to it   yup so spots means they have no gems so that one's  so we run from this one right  	"['yup', 'okay', 'so', 'spots', 'means', 'they', 'do', 'not', 'have', 'gems', 'i', 'think', 'so', 'spots', 'happy', 'alien', 'i', 'say', 'we', 'just', 'wave', 'to', 'it', 'yup', 'so', 'spots', 'means', 'they', 'have', 'no', 'gems', 'so', 'that', 'one', ""'s"", 'so', 'we', 'run', 'from', 'this', 'one', 'right']"	"['yup', 'okay', 'so', 'spots', 'mean', 'they', 'do', 'not', 'have', 'gem', 'i', 'think', 'so', 'spots', 'happy', 'alien', 'i', 'say', 'we', 'just', 'wave', 'to', 'it', 'yup', 'so', 'spots', 'mean', 'they', 'have', 'no', 'gem', 'so', 'that', 'one', ""'s"", 'so', 'we', 'run', 'from', 'this', 'one', 'right']"	"[('yup', 'NN'), ('okay', 'NNS'), ('so', 'RB'), ('spots', 'JJ'), ('means', 'NNS'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('gems', 'NNS'), ('i', 'JJ'), ('think', 'VBP'), ('so', 'RB'), ('spots', 'JJ'), ('happy', 'JJ'), ('alien', 'NN'), ('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('just', 'RB'), ('wave', 'VBP'), ('to', 'TO'), ('it', 'PRP'), ('yup', 'PRP'), ('so', 'RB'), ('spots', 'JJ'), ('means', 'NNS'), ('they', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('gems', 'NNS'), ('so', 'RB'), ('that', 'IN'), ('one', 'CD'), (""'s"", 'POS'), ('so', 'IN'), ('we', 'PRP'), ('run', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD'), ('right', 'NN')]"	"[('yup', 'NN'), ('okay', 'NNS'), ('so', 'RB'), ('spots', 'JJ'), ('mean', 'NN'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('gem', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('so', 'RB'), ('spots', 'JJ'), ('happy', 'JJ'), ('alien', 'NN'), ('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('just', 'RB'), ('wave', 'VBP'), ('to', 'TO'), ('it', 'PRP'), ('yup', 'PRP'), ('so', 'RB'), ('spots', 'JJ'), ('mean', 'NN'), ('they', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('gem', 'NN'), ('so', 'RB'), ('that', 'IN'), ('one', 'CD'), (""'s"", 'POS'), ('so', 'IN'), ('we', 'PRP'), ('run', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD'), ('right', 'NN')]"	Dyad2-time1-condTD.txt
MOT	if spots are an indicator  	['if', 'spots', 'are', 'an', 'indicator']	['if', 'spot', 'be', 'an', 'indicator']	[('if', 'IN'), ('spots', 'NNS'), ('are', 'VBP'), ('an', 'DT'), ('indicator', 'NN')]	[('if', 'IN'), ('spot', 'NN'), ('be', 'VB'), ('an', 'DT'), ('indicator', 'NN')]	Dyad2-time1-condTD.txt
CHI	'cause it's angry   red eyes are angry  	['because', 'it', 'is', 'angry', 'red', 'eyes', 'are', 'angry']	['because', 'it', 'be', 'angry', 'red', 'eye', 'be', 'angry']	[('because', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('angry', 'JJ'), ('red', 'JJ'), ('eyes', 'NNS'), ('are', 'VBP'), ('angry', 'JJ')]	[('because', 'IN'), ('it', 'PRP'), ('be', 'VB'), ('angry', 'JJ'), ('red', 'JJ'), ('eye', 'NN'), ('be', 'VB'), ('angry', 'JJ')]	Dyad2-time1-condTD.txt
MOT	or you  	['or', 'you']	['or', 'you']	[('or', 'CC'), ('you', 'PRP')]	[('or', 'CC'), ('you', 'PRP')]	Dyad2-time1-condTD.txt
CHI	okay red eyes so we steal  we steal no you can't hear you're gonna cheat  	['okay', 'red', 'eyes', 'so', 'we', 'steal', 'we', 'steal', 'no', 'you', 'can', 'not', 'hear', 'you', 'are', 'gon', 'na', 'cheat']	['okay', 'red', 'eye', 'so', 'we', 'steal', 'we', 'steal', 'no', 'you', 'can', 'not', 'hear', 'you', 'be', 'gon', 'na', 'cheat']	[('okay', 'RB'), ('red', 'JJ'), ('eyes', 'NNS'), ('so', 'IN'), ('we', 'PRP'), ('steal', 'VBP'), ('we', 'PRP'), ('steal', 'VBP'), ('no', 'DT'), ('you', 'PRP'), ('can', 'MD'), ('not', 'RB'), ('hear', 'VB'), ('you', 'PRP'), ('are', 'VBP'), ('gon', 'VBG'), ('na', 'TO'), ('cheat', 'NN')]	[('okay', 'RB'), ('red', 'JJ'), ('eye', 'NN'), ('so', 'IN'), ('we', 'PRP'), ('steal', 'VBP'), ('we', 'PRP'), ('steal', 'VBP'), ('no', 'DT'), ('you', 'PRP'), ('can', 'MD'), ('not', 'RB'), ('hear', 'VB'), ('you', 'PRP'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO'), ('cheat', 'NN')]	Dyad2-time1-condTD.txt
MOT	no spots  	['no', 'spots']	['no', 'spot']	[('no', 'DT'), ('spots', 'NNS')]	[('no', 'DT'), ('spot', 'NN')]	Dyad2-time1-condTD.txt
INV	i'm sure she won't tell chi about it  	['i', 'am', 'sure', 'she', 'will', 'not', 'tell', 'chi', 'about', 'it']	['i', 'be', 'sure', 'she', 'will', 'not', 'tell', 'chi', 'about', 'it']	[('i', 'NN'), ('am', 'VBP'), ('sure', 'JJ'), ('she', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('tell', 'VB'), ('chi', 'NNS'), ('about', 'IN'), ('it', 'PRP')]	[('i', 'NN'), ('be', 'VB'), ('sure', 'JJ'), ('she', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('tell', 'VB'), ('chi', 'NNS'), ('about', 'IN'), ('it', 'PRP')]	Dyad2-time1-condTD.txt
MOT	nope okay so why's it have   	['nope', 'okay', 'so', 'why', 'is', 'it', 'have']	['nope', 'okay', 'so', 'why', 'be', 'it', 'have']	[('nope', 'NN'), ('okay', 'NNS'), ('so', 'RB'), ('why', 'WRB'), ('is', 'VBZ'), ('it', 'PRP'), ('have', 'VB')]	[('nope', 'NN'), ('okay', 'NNS'), ('so', 'RB'), ('why', 'WRB'), ('be', 'VB'), ('it', 'PRP'), ('have', 'VB')]	Dyad2-time1-condTD.txt
CHI	didn't have red eyes  	['did', 'not', 'have', 'red', 'eyes']	['do', 'not', 'have', 'red', 'eye']	[('did', 'VBD'), ('not', 'RB'), ('have', 'VB'), ('red', 'JJ'), ('eyes', 'NNS')]	[('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('red', 'VBN'), ('eye', 'NN')]	Dyad2-time1-condTD.txt
MOT	yes it did  	['yes', 'it', 'did']	['yes', 'it', 'do']	[('yes', 'NNS'), ('it', 'PRP'), ('did', 'VBD')]	[('yes', 'NNS'), ('it', 'PRP'), ('do', 'VBP')]	Dyad2-time1-condTD.txt
CHI	did it   downward posture   upward posture is friendly downward posture is angry   so this one how   	['did', 'it', 'downward', 'posture', 'upward', 'posture', 'is', 'friendly', 'downward', 'posture', 'is', 'angry', 'so', 'this', 'one', 'how']	['do', 'it', 'downward', 'posture', 'upward', 'posture', 'be', 'friendly', 'downward', 'posture', 'be', 'angry', 'so', 'this', 'one', 'how']	[('did', 'VBD'), ('it', 'PRP'), ('downward', 'VB'), ('posture', 'NN'), ('upward', 'JJ'), ('posture', 'NN'), ('is', 'VBZ'), ('friendly', 'RB'), ('downward', 'JJ'), ('posture', 'NN'), ('is', 'VBZ'), ('angry', 'JJ'), ('so', 'RB'), ('this', 'DT'), ('one', 'CD'), ('how', 'WRB')]	[('do', 'VB'), ('it', 'PRP'), ('downward', 'VB'), ('posture', 'NN'), ('upward', 'JJ'), ('posture', 'NN'), ('be', 'VB'), ('friendly', 'RB'), ('downward', 'JJ'), ('posture', 'NN'), ('be', 'VB'), ('angry', 'JJ'), ('so', 'IN'), ('this', 'DT'), ('one', 'CD'), ('how', 'WRB')]	Dyad2-time1-condTD.txt
MOT	no the last one had downward posture it didn't have upward posture  	['no', 'the', 'last', 'one', 'had', 'downward', 'posture', 'it', 'did', 'not', 'have', 'upward', 'posture']	['no', 'the', 'last', 'one', 'have', 'downward', 'posture', 'it', 'do', 'not', 'have', 'upward', 'posture']	[('no', 'DT'), ('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('had', 'VBD'), ('downward', 'JJ'), ('posture', 'NN'), ('it', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('have', 'VB'), ('upward', 'JJ'), ('posture', 'NN')]	[('no', 'DT'), ('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('have', 'VBP'), ('downward', 'VBN'), ('posture', 'NN'), ('it', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('upward', 'JJ'), ('posture', 'NN')]	Dyad2-time1-condTD.txt
CHI	no it did it was like this wasn't it   so what do we do this one steal  	['no', 'it', 'did', 'it', 'was', 'like', 'this', 'was', 'not', 'it', 'so', 'what', 'do', 'we', 'do', 'this', 'one', 'steal']	['no', 'it', 'do', 'it', 'be', 'like', 'this', 'be', 'not', 'it', 'so', 'what', 'do', 'we', 'do', 'this', 'one', 'steal']	[('no', 'DT'), ('it', 'PRP'), ('did', 'VBD'), ('it', 'PRP'), ('was', 'VBD'), ('like', 'IN'), ('this', 'DT'), ('was', 'VBD'), ('not', 'RB'), ('it', 'PRP'), ('so', 'RB'), ('what', 'WP'), ('do', 'VBP'), ('we', 'PRP'), ('do', 'VB'), ('this', 'DT'), ('one', 'CD'), ('steal', 'NN')]	[('no', 'DT'), ('it', 'PRP'), ('do', 'VB'), ('it', 'PRP'), ('be', 'VB'), ('like', 'IN'), ('this', 'DT'), ('be', 'VB'), ('not', 'RB'), ('it', 'PRP'), ('so', 'RB'), ('what', 'WP'), ('do', 'VBP'), ('we', 'PRP'), ('do', 'VB'), ('this', 'DT'), ('one', 'CD'), ('steal', 'NN')]	Dyad2-time1-condTD.txt
MOT	sure try it  	['sure', 'try', 'it']	['sure', 'try', 'it']	[('sure', 'JJ'), ('try', 'VB'), ('it', 'PRP')]	[('sure', 'JJ'), ('try', 'VB'), ('it', 'PRP')]	Dyad2-time1-condTD.txt
CHI	so downward posture  	['so', 'downward', 'posture']	['so', 'downward', 'posture']	[('so', 'RB'), ('downward', 'JJ'), ('posture', 'NN')]	[('so', 'RB'), ('downward', 'JJ'), ('posture', 'NN')]	Dyad2-time1-condTD.txt
MOT	clear downward posture red eyes that are small go   big eyes  	['clear', 'downward', 'posture', 'red', 'eyes', 'that', 'are', 'small', 'go', 'big', 'eyes']	['clear', 'downward', 'posture', 'red', 'eye', 'that', 'be', 'small', 'go', 'big', 'eye']	[('clear', 'JJ'), ('downward', 'JJ'), ('posture', 'NN'), ('red', 'JJ'), ('eyes', 'NNS'), ('that', 'WDT'), ('are', 'VBP'), ('small', 'JJ'), ('go', 'VBP'), ('big', 'JJ'), ('eyes', 'NNS')]	[('clear', 'JJ'), ('downward', 'JJ'), ('posture', 'NN'), ('red', 'VBD'), ('eye', 'NN'), ('that', 'IN'), ('be', 'VB'), ('small', 'JJ'), ('go', 'VB'), ('big', 'JJ'), ('eye', 'NN')]	Dyad2-time1-condTD.txt
CHI	downward posture   so that one would be  that would be friendly and we take  we ask for    no 'cause spots has gem right   so we wave  	['downward', 'posture', 'so', 'that', 'one', 'would', 'be', 'that', 'would', 'be', 'friendly', 'and', 'we', 'take', 'we', 'ask', 'for', 'no', 'because', 'spots', 'has', 'gem', 'right', 'so', 'we', 'wave']	['downward', 'posture', 'so', 'that', 'one', 'would', 'be', 'that', 'would', 'be', 'friendly', 'and', 'we', 'take', 'we', 'ask', 'for', 'no', 'because', 'spot', 'have', 'gem', 'right', 'so', 'we', 'wave']	[('downward', 'JJ'), ('posture', 'NN'), ('so', 'IN'), ('that', 'IN'), ('one', 'CD'), ('would', 'MD'), ('be', 'VB'), ('that', 'DT'), ('would', 'MD'), ('be', 'VB'), ('friendly', 'JJ'), ('and', 'CC'), ('we', 'PRP'), ('take', 'VBP'), ('we', 'PRP'), ('ask', 'VBP'), ('for', 'IN'), ('no', 'DT'), ('because', 'IN'), ('spots', 'NNS'), ('has', 'VBZ'), ('gem', 'NN'), ('right', 'RB'), ('so', 'IN'), ('we', 'PRP'), ('wave', 'VBP')]	[('downward', 'JJ'), ('posture', 'NN'), ('so', 'IN'), ('that', 'IN'), ('one', 'CD'), ('would', 'MD'), ('be', 'VB'), ('that', 'DT'), ('would', 'MD'), ('be', 'VB'), ('friendly', 'JJ'), ('and', 'CC'), ('we', 'PRP'), ('take', 'VBP'), ('we', 'PRP'), ('ask', 'VBP'), ('for', 'IN'), ('no', 'DT'), ('because', 'IN'), ('spot', 'NN'), ('have', 'VBP'), ('gem', 'VBN'), ('right', 'RB'), ('so', 'IN'), ('we', 'PRP'), ('wave', 'VBP')]	Dyad2-time1-condTD.txt
MOT	go for it  	['go', 'for', 'it']	['go', 'for', 'it']	[('go', 'VB'), ('for', 'IN'), ('it', 'PRP')]	[('go', 'VB'), ('for', 'IN'), ('it', 'PRP')]	Dyad2-time1-condTD.txt
CHI	so small eyes must mean angry so this is big upward posture  	['so', 'small', 'eyes', 'must', 'mean', 'angry', 'so', 'this', 'is', 'big', 'upward', 'posture']	['so', 'small', 'eye', 'must', 'mean', 'angry', 'so', 'this', 'be', 'big', 'upward', 'posture']	[('so', 'RB'), ('small', 'JJ'), ('eyes', 'NNS'), ('must', 'MD'), ('mean', 'VB'), ('angry', 'JJ'), ('so', 'IN'), ('this', 'DT'), ('is', 'VBZ'), ('big', 'JJ'), ('upward', 'JJ'), ('posture', 'NN')]	[('so', 'RB'), ('small', 'JJ'), ('eye', 'NN'), ('must', 'MD'), ('mean', 'VB'), ('angry', 'JJ'), ('so', 'IN'), ('this', 'DT'), ('be', 'VB'), ('big', 'JJ'), ('upward', 'JJ'), ('posture', 'NN')]	Dyad2-time1-condTD.txt
MOT	no  no spots  	['no', 'no', 'spots']	['no', 'no', 'spot']	[('no', 'DT'), ('no', 'DT'), ('spots', 'NNS')]	[('no', 'DT'), ('no', 'DT'), ('spot', 'NN')]	Dyad2-time1-condTD.txt
CHI	no spots so we wave   so upward posture  	['no', 'spots', 'so', 'we', 'wave', 'so', 'upward', 'posture']	['no', 'spot', 'so', 'we', 'wave', 'so', 'upward', 'posture']	[('no', 'DT'), ('spots', 'NNS'), ('so', 'RB'), ('we', 'PRP'), ('wave', 'VBP'), ('so', 'RB'), ('upward', 'JJ'), ('posture', 'NN')]	[('no', 'DT'), ('spot', 'NN'), ('so', 'RB'), ('we', 'PRP'), ('wave', 'VBP'), ('so', 'RB'), ('upward', 'JJ'), ('posture', 'NN')]	Dyad2-time1-condTD.txt
