participant	content	token	lemma	tagged_token	tagged_lemma	file
MOT	so  so you think that's the one with spots i didn't know that some had spots and some didn't   that one's scary so do you  you wanna  	"['so', 'so', 'you', 'think', 'that', 'is', 'the', 'one', 'with', 'spots', 'i', 'did', 'not', 'know', 'that', 'some', 'had', 'spots', 'and', 'some', 'did', 'not', 'that', 'one', ""'s"", 'scary', 'so', 'do', 'you', 'you', 'wan', 'na']"	"['so', 'so', 'you', 'think', 'that', 'be', 'the', 'one', 'with', 'spot', 'i', 'do', 'not', 'know', 'that', 'some', 'have', 'spot', 'and', 'some', 'do', 'not', 'that', 'one', ""'s"", 'scary', 'so', 'do', 'you', 'you', 'wan', 'na']"	"[('so', 'RB'), ('so', 'RB'), ('you', 'PRP'), ('think', 'VBP'), ('that', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('one', 'NN'), ('with', 'IN'), ('spots', 'NNS'), ('i', 'VBP'), ('did', 'VBD'), ('not', 'RB'), ('know', 'VB'), ('that', 'IN'), ('some', 'DT'), ('had', 'VBD'), ('spots', 'NNS'), ('and', 'CC'), ('some', 'DT'), ('did', 'VBD'), ('not', 'RB'), ('that', 'IN'), ('one', 'CD'), (""'s"", 'POS'), ('scary', 'JJ'), ('so', 'RB'), ('do', 'VBP'), ('you', 'PRP'), ('you', 'PRP'), ('wan', 'VBP'), ('na', 'TO')]"	"[('so', 'RB'), ('so', 'RB'), ('you', 'PRP'), ('think', 'VBP'), ('that', 'IN'), ('be', 'VB'), ('the', 'DT'), ('one', 'NN'), ('with', 'IN'), ('spot', 'NN'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('that', 'IN'), ('some', 'DT'), ('have', 'VBP'), ('spot', 'NN'), ('and', 'CC'), ('some', 'DT'), ('do', 'VBP'), ('not', 'RB'), ('that', 'IN'), ('one', 'CD'), (""'s"", 'POS'), ('scary', 'JJ'), ('so', 'RB'), ('do', 'VBP'), ('you', 'PRP'), ('you', 'PRP'), ('wan', 'VBP'), ('na', 'TO')]"	Dyad1-time1-condTD.txt
CHI	gem steal a gem  	['gem', 'steal', 'a', 'gem']	['gem', 'steal', 'a', 'gem']	[('gem', 'NN'), ('steal', 'VB'), ('a', 'DT'), ('gem', 'NN')]	[('gem', 'NN'), ('steal', 'VB'), ('a', 'DT'), ('gem', 'NN')]	Dyad1-time1-condTD.txt
MOT	 steal a gem   okay  okay let's   	['steal', 'a', 'gem', 'okay', 'okay', 'let', 'us']	['steal', 'a', 'gem', 'okay', 'okay', 'let', 'u']	[('steal', 'VB'), ('a', 'DT'), ('gem', 'NN'), ('okay', 'NN'), ('okay', 'NN'), ('let', 'VBD'), ('us', 'PRP')]	[('steal', 'VB'), ('a', 'DT'), ('gem', 'NN'), ('okay', 'NN'), ('okay', 'JJ'), ('let', 'NN'), ('u', 'NN')]	Dyad1-time1-condTD.txt
CHI	yay thirty eight points  	['yay', 'thirty', 'eight', 'points']	['yay', 'thirty', 'eight', 'point']	[('yay', 'NN'), ('thirty', 'NN'), ('eight', 'CD'), ('points', 'NNS')]	[('yay', 'NN'), ('thirty', 'NN'), ('eight', 'CD'), ('point', 'NN')]	Dyad1-time1-condTD.txt
MOT	okay let's see the next one if it has spots on it or not   no spots so just wanna wave at it  	['okay', 'let', 'us', 'see', 'the', 'next', 'one', 'if', 'it', 'has', 'spots', 'on', 'it', 'or', 'not', 'no', 'spots', 'so', 'just', 'wan', 'na', 'wave', 'at', 'it']	['okay', 'let', 'u', 'see', 'the', 'next', 'one', 'if', 'it', 'have', 'spot', 'on', 'it', 'or', 'not', 'no', 'spot', 'so', 'just', 'wan', 'na', 'wave', 'at', 'it']	[('okay', 'JJ'), ('let', 'VB'), ('us', 'PRP'), ('see', 'VB'), ('the', 'DT'), ('next', 'JJ'), ('one', 'NN'), ('if', 'IN'), ('it', 'PRP'), ('has', 'VBZ'), ('spots', 'VBN'), ('on', 'IN'), ('it', 'PRP'), ('or', 'CC'), ('not', 'RB'), ('no', 'DT'), ('spots', 'NNS'), ('so', 'RB'), ('just', 'RB'), ('wan', 'VB'), ('na', 'RB'), ('wave', 'VBP'), ('at', 'IN'), ('it', 'PRP')]	[('okay', 'JJ'), ('let', 'NN'), ('u', 'JJ'), ('see', 'VB'), ('the', 'DT'), ('next', 'JJ'), ('one', 'NN'), ('if', 'IN'), ('it', 'PRP'), ('have', 'VBP'), ('spot', 'VBN'), ('on', 'IN'), ('it', 'PRP'), ('or', 'CC'), ('not', 'RB'), ('no', 'DT'), ('spot', 'NN'), ('so', 'RB'), ('just', 'RB'), ('wan', 'VB'), ('na', 'RB'), ('wave', 'VBP'), ('at', 'IN'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
CHI	okay we'll wave at it  	['okay', 'we', 'will', 'wave', 'at', 'it']	['okay', 'we', 'will', 'wave', 'at', 'it']	[('okay', 'NN'), ('we', 'PRP'), ('will', 'MD'), ('wave', 'VB'), ('at', 'IN'), ('it', 'PRP')]	[('okay', 'NN'), ('we', 'PRP'), ('will', 'MD'), ('wave', 'VB'), ('at', 'IN'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
MOT	nope that was run away  	['nope', 'that', 'was', 'run', 'away']	['nope', 'that', 'be', 'run', 'away']	[('nope', 'NN'), ('that', 'WDT'), ('was', 'VBD'), ('run', 'VBN'), ('away', 'RB')]	[('nope', 'NN'), ('that', 'WDT'), ('be', 'VB'), ('run', 'VBN'), ('away', 'RB')]	Dyad1-time1-condTD.txt
CHI	whoops ohwell  	['whoops', 'ohwell']	['whoop', 'ohwell']	[('whoops', 'NNS'), ('ohwell', 'UH')]	[('whoop', 'NN'), ('ohwell', 'UH')]	Dyad1-time1-condTD.txt
MOT	that's    so that has spots on it so you can   so you wanna steal a gem from it  	['that', 'is', 'so', 'that', 'has', 'spots', 'on', 'it', 'so', 'you', 'can', 'so', 'you', 'wan', 'na', 'steal', 'a', 'gem', 'from', 'it']	['that', 'be', 'so', 'that', 'have', 'spot', 'on', 'it', 'so', 'you', 'can', 'so', 'you', 'wan', 'na', 'steal', 'a', 'gem', 'from', 'it']	[('that', 'DT'), ('is', 'VBZ'), ('so', 'RB'), ('that', 'RB'), ('has', 'VBZ'), ('spots', 'VBN'), ('on', 'IN'), ('it', 'PRP'), ('so', 'IN'), ('you', 'PRP'), ('can', 'MD'), ('so', 'RB'), ('you', 'PRP'), ('wan', 'VBP'), ('na', 'TO'), ('steal', 'VB'), ('a', 'DT'), ('gem', 'NN'), ('from', 'IN'), ('it', 'PRP')]	[('that', 'DT'), ('be', 'VB'), ('so', 'RB'), ('that', 'RB'), ('have', 'VBP'), ('spot', 'VBN'), ('on', 'IN'), ('it', 'PRP'), ('so', 'IN'), ('you', 'PRP'), ('can', 'MD'), ('so', 'RB'), ('you', 'PRP'), ('wan', 'VBP'), ('na', 'TO'), ('steal', 'VB'), ('a', 'DT'), ('gem', 'NN'), ('from', 'IN'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
CHI	or ask for a gem   we'll ask for a gem  	['or', 'ask', 'for', 'a', 'gem', 'we', 'will', 'ask', 'for', 'a', 'gem']	['or', 'ask', 'for', 'a', 'gem', 'we', 'will', 'ask', 'for', 'a', 'gem']	[('or', 'CC'), ('ask', 'VB'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN'), ('we', 'PRP'), ('will', 'MD'), ('ask', 'VB'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('or', 'CC'), ('ask', 'VB'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN'), ('we', 'PRP'), ('will', 'MD'), ('ask', 'VB'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad1-time1-condTD.txt
MOT	you're gonna ask for a gem  	['you', 'are', 'gon', 'na', 'ask', 'for', 'a', 'gem']	['you', 'be', 'gon', 'na', 'ask', 'for', 'a', 'gem']	[('you', 'PRP'), ('are', 'VBP'), ('gon', 'VBG'), ('na', 'TO'), ('ask', 'VB'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('you', 'PRP'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO'), ('ask', 'VB'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad1-time1-condTD.txt
CHI	yeah aw  	['yeah', 'aw']	['yeah', 'aw']	[('yeah', 'NN'), ('aw', 'NN')]	[('yeah', 'NN'), ('aw', 'NN')]	Dyad1-time1-condTD.txt
MOT	wave there's a friendly alien okay   so the spots tell me it's friendly i still haven't figured out what's the difference between them  	['wave', 'there', 'is', 'a', 'friendly', 'alien', 'okay', 'so', 'the', 'spots', 'tell', 'me', 'it', 'is', 'friendly', 'i', 'still', 'have', 'not', 'figured', 'out', 'what', 'is', 'the', 'difference', 'between', 'them']	['wave', 'there', 'be', 'a', 'friendly', 'alien', 'okay', 'so', 'the', 'spot', 'tell', 'me', 'it', 'be', 'friendly', 'i', 'still', 'have', 'not', 'figure', 'out', 'what', 'be', 'the', 'difference', 'between', 'them']	[('wave', 'NN'), ('there', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'JJ'), ('okay', 'NNS'), ('so', 'IN'), ('the', 'DT'), ('spots', 'NNS'), ('tell', 'VBP'), ('me', 'PRP'), ('it', 'PRP'), ('is', 'VBZ'), ('friendly', 'JJ'), ('i', 'NN'), ('still', 'RB'), ('have', 'VBP'), ('not', 'RB'), ('figured', 'VBN'), ('out', 'RP'), ('what', 'WP'), ('is', 'VBZ'), ('the', 'DT'), ('difference', 'NN'), ('between', 'IN'), ('them', 'PRP')]	[('wave', 'VB'), ('there', 'EX'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'JJ'), ('okay', 'NNS'), ('so', 'IN'), ('the', 'DT'), ('spot', 'NN'), ('tell', 'VB'), ('me', 'PRP'), ('it', 'PRP'), ('be', 'VB'), ('friendly', 'JJ'), ('i', 'NN'), ('still', 'RB'), ('have', 'VBP'), ('not', 'RB'), ('figure', 'VBN'), ('out', 'RP'), ('what', 'WP'), ('be', 'VB'), ('the', 'DT'), ('difference', 'NN'), ('between', 'IN'), ('them', 'PRP')]	Dyad1-time1-condTD.txt
CHI	this one's a friendly alien  	"['this', 'one', ""'s"", 'a', 'friendly', 'alien']"	"['this', 'one', ""'s"", 'a', 'friendly', 'alien']"	"[('this', 'DT'), ('one', 'NN'), (""'s"", 'POS'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN')]"	"[('this', 'DT'), ('one', 'NN'), (""'s"", 'POS'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN')]"	Dyad1-time1-condTD.txt
MOT	you think so   so we should just wave at it  	['you', 'think', 'so', 'so', 'we', 'should', 'just', 'wave', 'at', 'it']	['you', 'think', 'so', 'so', 'we', 'should', 'just', 'wave', 'at', 'it']	[('you', 'PRP'), ('think', 'VBP'), ('so', 'RB'), ('so', 'RB'), ('we', 'PRP'), ('should', 'MD'), ('just', 'RB'), ('wave', 'VB'), ('at', 'IN'), ('it', 'PRP')]	[('you', 'PRP'), ('think', 'VBP'), ('so', 'RB'), ('so', 'RB'), ('we', 'PRP'), ('should', 'MD'), ('just', 'RB'), ('wave', 'VB'), ('at', 'IN'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
CHI	 which one  	['which', 'one']	['which', 'one']	[('which', 'WDT'), ('one', 'NN')]	[('which', 'WDT'), ('one', 'NN')]	Dyad1-time1-condTD.txt
MOT	i think wave  	['i', 'think', 'wave']	['i', 'think', 'wave']	[('i', 'NN'), ('think', 'VBP'), ('wave', 'NN')]	[('i', 'NN'), ('think', 'VBP'), ('wave', 'NN')]	Dyad1-time1-condTD.txt
CHI	yay forty four points   okay ready  	['yay', 'forty', 'four', 'points', 'okay', 'ready']	['yay', 'forty', 'four', 'point', 'okay', 'ready']	[('yay', 'RB'), ('forty', 'RB'), ('four', 'CD'), ('points', 'NNS'), ('okay', 'VBP'), ('ready', 'JJ')]	[('yay', 'RB'), ('forty', 'JJ'), ('four', 'CD'), ('point', 'NN'), ('okay', 'NNS'), ('ready', 'JJ')]	Dyad1-time1-condTD.txt
MOT	that was a friendly alien  	['that', 'was', 'a', 'friendly', 'alien']	['that', 'be', 'a', 'friendly', 'alien']	[('that', 'DT'), ('was', 'VBD'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN')]	[('that', 'DT'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN')]	Dyad1-time1-condTD.txt
CHI	yeah so should we wave or ask for a gem  	['yeah', 'so', 'should', 'we', 'wave', 'or', 'ask', 'for', 'a', 'gem']	['yeah', 'so', 'should', 'we', 'wave', 'or', 'ask', 'for', 'a', 'gem']	[('yeah', 'NNS'), ('so', 'RB'), ('should', 'MD'), ('we', 'PRP'), ('wave', 'VB'), ('or', 'CC'), ('ask', 'VB'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('yeah', 'NNS'), ('so', 'RB'), ('should', 'MD'), ('we', 'PRP'), ('wave', 'VB'), ('or', 'CC'), ('ask', 'VB'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad1-time1-condTD.txt
MOT	yeah i think  i think we should wave i think it's always wave  	['yeah', 'i', 'think', 'i', 'think', 'we', 'should', 'wave', 'i', 'think', 'it', 'is', 'always', 'wave']	['yeah', 'i', 'think', 'i', 'think', 'we', 'should', 'wave', 'i', 'think', 'it', 'be', 'always', 'wave']	[('yeah', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('i', 'JJ'), ('think', 'VBP'), ('we', 'PRP'), ('should', 'MD'), ('wave', 'VB'), ('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('always', 'RB'), ('wave', 'VBP')]	[('yeah', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('i', 'JJ'), ('think', 'VBP'), ('we', 'PRP'), ('should', 'MD'), ('wave', 'VB'), ('i', 'NN'), ('think', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('always', 'RB'), ('wave', 'VB')]	Dyad1-time1-condTD.txt
CHI	no once it was ask for a gem  	['no', 'once', 'it', 'was', 'ask', 'for', 'a', 'gem']	['no', 'once', 'it', 'be', 'ask', 'for', 'a', 'gem']	[('no', 'DT'), ('once', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('ask', 'VBN'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('no', 'DT'), ('once', 'NN'), ('it', 'PRP'), ('be', 'VB'), ('ask', 'VBN'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad1-time1-condTD.txt
MOT	it was  	['it', 'was']	['it', 'be']	[('it', 'PRP'), ('was', 'VBD')]	[('it', 'PRP'), ('be', 'VB')]	Dyad1-time1-condTD.txt
CHI	yeah and we said wave  	['yeah', 'and', 'we', 'said', 'wave']	['yeah', 'and', 'we', 'say', 'wave']	[('yeah', 'NN'), ('and', 'CC'), ('we', 'PRP'), ('said', 'VBD'), ('wave', 'NN')]	[('yeah', 'NN'), ('and', 'CC'), ('we', 'PRP'), ('say', 'VBP'), ('wave', 'VBP')]	Dyad1-time1-condTD.txt
MOT	i don't remember that   i think it's always wave  	['i', 'do', 'not', 'remember', 'that', 'i', 'think', 'it', 'is', 'always', 'wave']	['i', 'do', 'not', 'remember', 'that', 'i', 'think', 'it', 'be', 'always', 'wave']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('remember', 'VB'), ('that', 'IN'), ('i', 'JJ'), ('think', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('always', 'RB'), ('wave', 'VBP')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('remember', 'VB'), ('that', 'IN'), ('i', 'JJ'), ('think', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('always', 'RB'), ('wave', 'VB')]	Dyad1-time1-condTD.txt
CHI	what do you think  	['what', 'do', 'you', 'think']	['what', 'do', 'you', 'think']	[('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('think', 'VB')]	[('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('think', 'VB')]	Dyad1-time1-condTD.txt
MOT	i can't tell if that's a friendly alien or not  	['i', 'can', 'not', 'tell', 'if', 'that', 'is', 'a', 'friendly', 'alien', 'or', 'not']	['i', 'can', 'not', 'tell', 'if', 'that', 'be', 'a', 'friendly', 'alien', 'or', 'not']	[('i', 'NN'), ('can', 'MD'), ('not', 'RB'), ('tell', 'VB'), ('if', 'IN'), ('that', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN'), ('or', 'CC'), ('not', 'RB')]	[('i', 'NN'), ('can', 'MD'), ('not', 'RB'), ('tell', 'VB'), ('if', 'IN'), ('that', 'DT'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN'), ('or', 'CC'), ('not', 'RB')]	Dyad1-time1-condTD.txt
CHI	we'll wave  	['we', 'will', 'wave']	['we', 'will', 'wave']	[('we', 'PRP'), ('will', 'MD'), ('wave', 'VB')]	[('we', 'PRP'), ('will', 'MD'), ('wave', 'VB')]	Dyad1-time1-condTD.txt
MOT	okay go try   you should have asked this alien for a gem  	['okay', 'go', 'try', 'you', 'should', 'have', 'asked', 'this', 'alien', 'for', 'a', 'gem']	['okay', 'go', 'try', 'you', 'should', 'have', 'ask', 'this', 'alien', 'for', 'a', 'gem']	[('okay', 'NN'), ('go', 'VBP'), ('try', 'IN'), ('you', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('asked', 'VBN'), ('this', 'DT'), ('alien', 'NN'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('okay', 'NN'), ('go', 'VBP'), ('try', 'IN'), ('you', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('ask', 'VB'), ('this', 'DT'), ('alien', 'NN'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad1-time1-condTD.txt
CHI	okay ready  	['okay', 'ready']	['okay', 'ready']	[('okay', 'NNS'), ('ready', 'JJ')]	[('okay', 'NNS'), ('ready', 'JJ')]	Dyad1-time1-condTD.txt
MOT	i  i don't know if there actually is a really a rhyme or reason to  	['i', 'i', 'do', 'not', 'know', 'if', 'there', 'actually', 'is', 'a', 'really', 'a', 'rhyme', 'or', 'reason', 'to']	['i', 'i', 'do', 'not', 'know', 'if', 'there', 'actually', 'be', 'a', 'really', 'a', 'rhyme', 'or', 'reason', 'to']	[('i', 'NN'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('if', 'IN'), ('there', 'EX'), ('actually', 'RB'), ('is', 'VBZ'), ('a', 'DT'), ('really', 'RB'), ('a', 'DT'), ('rhyme', 'NN'), ('or', 'CC'), ('reason', 'NN'), ('to', 'TO')]	[('i', 'NN'), ('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('if', 'IN'), ('there', 'EX'), ('actually', 'RB'), ('be', 'VB'), ('a', 'DT'), ('really', 'RB'), ('a', 'DT'), ('rhyme', 'NN'), ('or', 'CC'), ('reason', 'NN'), ('to', 'TO')]	Dyad1-time1-condTD.txt
CHI	okay which one  	['okay', 'which', 'one']	['okay', 'which', 'one']	[('okay', 'NN'), ('which', 'WDT'), ('one', 'NN')]	[('okay', 'NN'), ('which', 'WDT'), ('one', 'NN')]	Dyad1-time1-condTD.txt
MOT	so i wanna say  i would say steal a gem from it   aw it's a friendly alien  	['so', 'i', 'wan', 'na', 'say', 'i', 'would', 'say', 'steal', 'a', 'gem', 'from', 'it', 'aw', 'it', 'is', 'a', 'friendly', 'alien']	['so', 'i', 'wan', 'na', 'say', 'i', 'would', 'say', 'steal', 'a', 'gem', 'from', 'it', 'aw', 'it', 'be', 'a', 'friendly', 'alien']	[('so', 'RB'), ('i', 'JJ'), ('wan', 'VBP'), ('na', 'TO'), ('say', 'VB'), ('i', 'NN'), ('would', 'MD'), ('say', 'VB'), ('steal', 'VB'), ('a', 'DT'), ('gem', 'NN'), ('from', 'IN'), ('it', 'PRP'), ('aw', 'VBZ'), ('it', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN')]	[('so', 'RB'), ('i', 'JJ'), ('wan', 'VBP'), ('na', 'TO'), ('say', 'VB'), ('i', 'NN'), ('would', 'MD'), ('say', 'VB'), ('steal', 'VB'), ('a', 'DT'), ('gem', 'NN'), ('from', 'IN'), ('it', 'PRP'), ('aw', 'VBZ'), ('it', 'PRP'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN')]	Dyad1-time1-condTD.txt
CHI	i told you  	['i', 'told', 'you']	['i', 'tell', 'you']	[('i', 'NN'), ('told', 'VBD'), ('you', 'PRP')]	[('i', 'NN'), ('tell', 'VBP'), ('you', 'PRP')]	Dyad1-time1-condTD.txt
MOT	what do you think  	['what', 'do', 'you', 'think']	['what', 'do', 'you', 'think']	[('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('think', 'VB')]	[('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('think', 'VB')]	Dyad1-time1-condTD.txt
CHI	do you think this is a friendly alien or not  	['do', 'you', 'think', 'this', 'is', 'a', 'friendly', 'alien', 'or', 'not']	['do', 'you', 'think', 'this', 'be', 'a', 'friendly', 'alien', 'or', 'not']	[('do', 'VBP'), ('you', 'PRP'), ('think', 'VB'), ('this', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN'), ('or', 'CC'), ('not', 'RB')]	[('do', 'VBP'), ('you', 'PRP'), ('think', 'VB'), ('this', 'DT'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('alien', 'NN'), ('or', 'CC'), ('not', 'RB')]	Dyad1-time1-condTD.txt
MOT	you think it's a friendly one   so you wanna wave at it    or you wanna ask it   	['you', 'think', 'it', 'is', 'a', 'friendly', 'one', 'so', 'you', 'wan', 'na', 'wave', 'at', 'it', 'or', 'you', 'wan', 'na', 'ask', 'it']	['you', 'think', 'it', 'be', 'a', 'friendly', 'one', 'so', 'you', 'wan', 'na', 'wave', 'at', 'it', 'or', 'you', 'wan', 'na', 'ask', 'it']	[('you', 'PRP'), ('think', 'VBP'), ('it', 'PRP'), ('is', 'VBZ'), ('a', 'DT'), ('friendly', 'JJ'), ('one', 'CD'), ('so', 'RB'), ('you', 'PRP'), ('wan', 'VBP'), ('na', 'JJ'), ('wave', 'NN'), ('at', 'IN'), ('it', 'PRP'), ('or', 'CC'), ('you', 'PRP'), ('wan', 'VBP'), ('na', 'TO'), ('ask', 'VB'), ('it', 'PRP')]	[('you', 'PRP'), ('think', 'VBP'), ('it', 'PRP'), ('be', 'VB'), ('a', 'DT'), ('friendly', 'JJ'), ('one', 'CD'), ('so', 'RB'), ('you', 'PRP'), ('wan', 'VBP'), ('na', 'JJ'), ('wave', 'NN'), ('at', 'IN'), ('it', 'PRP'), ('or', 'CC'), ('you', 'PRP'), ('wan', 'VBP'), ('na', 'TO'), ('ask', 'VB'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
CHI	ask it for a gem  	['ask', 'it', 'for', 'a', 'gem']	['ask', 'it', 'for', 'a', 'gem']	[('ask', 'VB'), ('it', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('ask', 'VB'), ('it', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad1-time1-condTD.txt
MOT	go ahead you should've just waved at it  	['go', 'ahead', 'you', 'should', 'have', 'just', 'waved', 'at', 'it']	['go', 'ahead', 'you', 'should', 'have', 'just', 'wave', 'at', 'it']	[('go', 'VB'), ('ahead', 'RB'), ('you', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('just', 'RB'), ('waved', 'VBN'), ('at', 'IN'), ('it', 'PRP')]	[('go', 'VB'), ('ahead', 'RB'), ('you', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('just', 'RB'), ('wave', 'VBN'), ('at', 'IN'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
CHI	the aliens are being difficult   there's forty of them   does this look friendly to you  	['the', 'aliens', 'are', 'being', 'difficult', 'there', 'is', 'forty', 'of', 'them', 'does', 'this', 'look', 'friendly', 'to', 'you']	['the', 'alien', 'be', 'be', 'difficult', 'there', 'be', 'forty', 'of', 'them', 'do', 'this', 'look', 'friendly', 'to', 'you']	[('the', 'DT'), ('aliens', 'NNS'), ('are', 'VBP'), ('being', 'VBG'), ('difficult', 'JJ'), ('there', 'EX'), ('is', 'VBZ'), ('forty', 'NN'), ('of', 'IN'), ('them', 'PRP'), ('does', 'VBZ'), ('this', 'DT'), ('look', 'NN'), ('friendly', 'RB'), ('to', 'TO'), ('you', 'PRP')]	[('the', 'DT'), ('alien', 'NN'), ('be', 'VB'), ('be', 'VB'), ('difficult', 'JJ'), ('there', 'RB'), ('be', 'VB'), ('forty', 'NN'), ('of', 'IN'), ('them', 'PRP'), ('do', 'VBP'), ('this', 'DT'), ('look', 'NN'), ('friendly', 'RB'), ('to', 'TO'), ('you', 'PRP')]	Dyad1-time1-condTD.txt
MOT	 i can't tell  	['i', 'can', 'not', 'tell']	['i', 'can', 'not', 'tell']	[('i', 'NN'), ('can', 'MD'), ('not', 'RB'), ('tell', 'VB')]	[('i', 'NN'), ('can', 'MD'), ('not', 'RB'), ('tell', 'VB')]	Dyad1-time1-condTD.txt
CHI	let's just say it's friendly and let's ask it for a gem  	['let', 'us', 'just', 'say', 'it', 'is', 'friendly', 'and', 'let', 'us', 'ask', 'it', 'for', 'a', 'gem']	['let', 'u', 'just', 'say', 'it', 'be', 'friendly', 'and', 'let', 'u', 'ask', 'it', 'for', 'a', 'gem']	[('let', 'VB'), ('us', 'PRP'), ('just', 'RB'), ('say', 'VB'), ('it', 'PRP'), ('is', 'VBZ'), ('friendly', 'JJ'), ('and', 'CC'), ('let', 'VB'), ('us', 'PRP'), ('ask', 'VB'), ('it', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('let', 'VB'), ('u', 'JJ'), ('just', 'RB'), ('say', 'VB'), ('it', 'PRP'), ('be', 'VB'), ('friendly', 'JJ'), ('and', 'CC'), ('let', 'VB'), ('u', 'JJ'), ('ask', 'VB'), ('it', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad1-time1-condTD.txt
MOT	whoa you got it  	['whoa', 'you', 'got', 'it']	['whoa', 'you', 'get', 'it']	[('whoa', 'NN'), ('you', 'PRP'), ('got', 'VBD'), ('it', 'PRP')]	[('whoa', 'NN'), ('you', 'PRP'), ('get', 'VBP'), ('it', 'PRP')]	Dyad1-time1-condTD.txt
CHI	i didn't  	['i', 'did', 'not']	['i', 'do', 'not']	[('i', 'NN'), ('did', 'VBD'), ('not', 'RB')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB')]	Dyad1-time1-condTD.txt
MOT	okay keep going   what do you think  	['okay', 'keep', 'going', 'what', 'do', 'you', 'think']	['okay', 'keep', 'go', 'what', 'do', 'you', 'think']	[('okay', 'JJ'), ('keep', 'VB'), ('going', 'VBG'), ('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('think', 'VB')]	[('okay', 'JJ'), ('keep', 'VB'), ('go', 'VB'), ('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('think', 'VB')]	Dyad1-time1-condTD.txt
CHI	 it looks  	['it', 'looks']	['it', 'look']	[('it', 'PRP'), ('looks', 'VBZ')]	[('it', 'PRP'), ('look', 'VB')]	Dyad1-time1-condTD.txt
