original_index	participant	content	token	lemma	tagged_token	tagged_lemma	original_file	file
47	MOT	i don't know  	['i', 'do', 'not', 'know']	['i', 'do', 'not', 'know']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	Dyad2-time1-condTD.txt	time1-time1-condTD
48	CHI	yeah alright so this guy's the same  	"['yeah', 'alright', 'so', 'this', 'guy', ""'s"", 'the', 'same']"	"['yeah', 'alright', 'so', 'this', 'guy', ""'s"", 'the', 'same']"	"[('yeah', 'RB'), ('alright', 'RB'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('same', 'JJ')]"	"[('yeah', 'RB'), ('alright', 'RB'), ('so', 'RB'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('the', 'DT'), ('same', 'JJ')]"	Dyad4-time1-condTD.txt	time1-time1-condTD
49	MOT	sure why not  	['sure', 'why', 'not']	['sure', 'why', 'not']	[('sure', 'JJ'), ('why', 'WRB'), ('not', 'RB')]	[('sure', 'JJ'), ('why', 'WRB'), ('not', 'RB')]	Dyad2-time1-condTD.txt	time1-time1-condTD
50	CHI	friendly alien  	['friendly', 'alien']	['friendly', 'alien']	[('friendly', 'JJ'), ('alien', 'NN')]	[('friendly', 'JJ'), ('alien', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
51	MOT	if spots are an indicator  	['if', 'spots', 'are', 'an', 'indicator']	['if', 'spot', 'be', 'an', 'indicator']	[('if', 'IN'), ('spots', 'NNS'), ('are', 'VBP'), ('an', 'DT'), ('indicator', 'NN')]	[('if', 'IN'), ('spot', 'NN'), ('be', 'VB'), ('an', 'DT'), ('indicator', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
52	CHI	i don't know  	['i', 'do', 'not', 'know']	['i', 'do', 'not', 'know']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	Dyad4-time1-condTD.txt	time1-time1-condTD
53	MOT	or you  	['or', 'you']	['or', 'you']	[('or', 'CC'), ('you', 'PRP')]	[('or', 'CC'), ('you', 'PRP')]	Dyad2-time1-condTD.txt	time1-time1-condTD
54	CHI	this guy is   and blue chonky legs  	['this', 'guy', 'is', 'and', 'blue', 'chonky', 'legs']	['this', 'guy', 'be', 'and', 'blue', 'chonky', 'leg']	[('this', 'DT'), ('guy', 'NN'), ('is', 'VBZ'), ('and', 'CC'), ('blue', 'JJ'), ('chonky', 'NN'), ('legs', 'NNS')]	[('this', 'DT'), ('guy', 'NN'), ('be', 'VB'), ('and', 'CC'), ('blue', 'VB'), ('chonky', 'NN'), ('leg', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
55	MOT	no spots  	['no', 'spots']	['no', 'spot']	[('no', 'DT'), ('spots', 'NNS')]	[('no', 'DT'), ('spot', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
56	CHI	big eyes   their faces seem the same  	['big', 'eyes', 'their', 'faces', 'seem', 'the', 'same']	['big', 'eye', 'their', 'face', 'seem', 'the', 'same']	[('big', 'JJ'), ('eyes', 'NNS'), ('their', 'PRP$'), ('faces', 'VBZ'), ('seem', 'VBP'), ('the', 'DT'), ('same', 'JJ')]	[('big', 'JJ'), ('eye', 'NN'), ('their', 'PRP$'), ('face', 'NN'), ('seem', 'VBP'), ('the', 'DT'), ('same', 'JJ')]	Dyad4-time1-condTD.txt	time1-time1-condTD
57	MOT	nope okay so why's it have   	['nope', 'okay', 'so', 'why', 'is', 'it', 'have']	['nope', 'okay', 'so', 'why', 'be', 'it', 'have']	[('nope', 'NN'), ('okay', 'NNS'), ('so', 'RB'), ('why', 'WRB'), ('is', 'VBZ'), ('it', 'PRP'), ('have', 'VB')]	[('nope', 'NN'), ('okay', 'NNS'), ('so', 'RB'), ('why', 'WRB'), ('be', 'VB'), ('it', 'PRP'), ('have', 'VB')]	Dyad2-time1-condTD.txt	time1-time1-condTD
58	CHI	yeah is there just a gem poking out of his pocket   ask for a gem   i don't know but those last ones to ask for it   i'm gonna do ask for it   nope just waved   we got the first ones right  	['yeah', 'is', 'there', 'just', 'a', 'gem', 'poking', 'out', 'of', 'his', 'pocket', 'ask', 'for', 'a', 'gem', 'i', 'do', 'not', 'know', 'but', 'those', 'last', 'ones', 'to', 'ask', 'for', 'it', 'i', 'am', 'gon', 'na', 'do', 'ask', 'for', 'it', 'nope', 'just', 'waved', 'we', 'got', 'the', 'first', 'ones', 'right']	['yeah', 'be', 'there', 'just', 'a', 'gem', 'poke', 'out', 'of', 'his', 'pocket', 'ask', 'for', 'a', 'gem', 'i', 'do', 'not', 'know', 'but', 'those', 'last', 'one', 'to', 'ask', 'for', 'it', 'i', 'be', 'gon', 'na', 'do', 'ask', 'for', 'it', 'nope', 'just', 'wave', 'we', 'get', 'the', 'first', 'one', 'right']	[('yeah', 'NN'), ('is', 'VBZ'), ('there', 'RB'), ('just', 'RB'), ('a', 'DT'), ('gem', 'NN'), ('poking', 'VBG'), ('out', 'IN'), ('of', 'IN'), ('his', 'PRP$'), ('pocket', 'NN'), ('ask', 'NN'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN'), ('i', 'NN'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('but', 'CC'), ('those', 'DT'), ('last', 'JJ'), ('ones', 'NNS'), ('to', 'TO'), ('ask', 'VB'), ('for', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('am', 'VBP'), ('gon', 'VBG'), ('na', 'TO'), ('do', 'VB'), ('ask', 'VB'), ('for', 'IN'), ('it', 'PRP'), ('nope', 'VBZ'), ('just', 'RB'), ('waved', 'VBN'), ('we', 'PRP'), ('got', 'VBD'), ('the', 'DT'), ('first', 'JJ'), ('ones', 'NNS'), ('right', 'RB')]	[('yeah', 'RB'), ('be', 'VB'), ('there', 'RB'), ('just', 'RB'), ('a', 'DT'), ('gem', 'NN'), ('poke', 'VBD'), ('out', 'IN'), ('of', 'IN'), ('his', 'PRP$'), ('pocket', 'NN'), ('ask', 'NN'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN'), ('i', 'NN'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('but', 'CC'), ('those', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('to', 'TO'), ('ask', 'VB'), ('for', 'IN'), ('it', 'PRP'), ('i', 'VBZ'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO'), ('do', 'VB'), ('ask', 'VB'), ('for', 'IN'), ('it', 'PRP'), ('nope', 'VBZ'), ('just', 'RB'), ('wave', 'VBN'), ('we', 'PRP'), ('get', 'VBP'), ('the', 'DT'), ('first', 'JJ'), ('one', 'CD'), ('right', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
59	MOT	yes it did  	['yes', 'it', 'did']	['yes', 'it', 'do']	[('yes', 'NNS'), ('it', 'PRP'), ('did', 'VBD')]	[('yes', 'NNS'), ('it', 'PRP'), ('do', 'VBP')]	Dyad2-time1-condTD.txt	time1-time1-condTD
60	CHI	whoa okay this guy has some devil eyes on him   he's the same with weird eyes   so i'm gonna steal from this guy   i don't know   his eyes are just really creeping me out nope just wave so he's friendly  	['whoa', 'okay', 'this', 'guy', 'has', 'some', 'devil', 'eyes', 'on', 'him', 'he', 'is', 'the', 'same', 'with', 'weird', 'eyes', 'so', 'i', 'am', 'gon', 'na', 'steal', 'from', 'this', 'guy', 'i', 'do', 'not', 'know', 'his', 'eyes', 'are', 'just', 'really', 'creeping', 'me', 'out', 'nope', 'just', 'wave', 'so', 'he', 'is', 'friendly']	['whoa', 'okay', 'this', 'guy', 'have', 'some', 'devil', 'eye', 'on', 'him', 'he', 'be', 'the', 'same', 'with', 'weird', 'eye', 'so', 'i', 'be', 'gon', 'na', 'steal', 'from', 'this', 'guy', 'i', 'do', 'not', 'know', 'his', 'eye', 'be', 'just', 'really', 'creep', 'me', 'out', 'nope', 'just', 'wave', 'so', 'he', 'be', 'friendly']	[('whoa', 'NN'), ('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), ('has', 'VBZ'), ('some', 'DT'), ('devil', 'JJ'), ('eyes', 'NNS'), ('on', 'IN'), ('him', 'PRP'), ('he', 'PRP'), ('is', 'VBZ'), ('the', 'DT'), ('same', 'JJ'), ('with', 'IN'), ('weird', 'JJ'), ('eyes', 'NNS'), ('so', 'RB'), ('i', 'JJ'), ('am', 'VBP'), ('gon', 'VBG'), ('na', 'TO'), ('steal', 'VB'), ('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('i', 'VB'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('his', 'PRP$'), ('eyes', 'NNS'), ('are', 'VBP'), ('just', 'RB'), ('really', 'RB'), ('creeping', 'VBG'), ('me', 'PRP'), ('out', 'IN'), ('nope', 'NN'), ('just', 'RB'), ('wave', 'VB'), ('so', 'RB'), ('he', 'PRP'), ('is', 'VBZ'), ('friendly', 'JJ')]	[('whoa', 'NN'), ('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), ('have', 'VBP'), ('some', 'DT'), ('devil', 'VBP'), ('eye', 'NN'), ('on', 'IN'), ('him', 'PRP'), ('he', 'PRP'), ('be', 'VB'), ('the', 'DT'), ('same', 'JJ'), ('with', 'IN'), ('weird', 'JJ'), ('eye', 'NN'), ('so', 'IN'), ('i', 'JJ'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO'), ('steal', 'VB'), ('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('i', 'VB'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('his', 'PRP$'), ('eye', 'NN'), ('be', 'VB'), ('just', 'RB'), ('really', 'RB'), ('creep', 'VB'), ('me', 'PRP'), ('out', 'IN'), ('nope', 'NN'), ('just', 'RB'), ('wave', 'VB'), ('so', 'RB'), ('he', 'PRP'), ('be', 'VB'), ('friendly', 'JJ')]	Dyad4-time1-condTD.txt	time1-time1-condTD
61	MOT	no the last one had downward posture it didn't have upward posture  	['no', 'the', 'last', 'one', 'had', 'downward', 'posture', 'it', 'did', 'not', 'have', 'upward', 'posture']	['no', 'the', 'last', 'one', 'have', 'downward', 'posture', 'it', 'do', 'not', 'have', 'upward', 'posture']	[('no', 'DT'), ('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('had', 'VBD'), ('downward', 'JJ'), ('posture', 'NN'), ('it', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('have', 'VB'), ('upward', 'JJ'), ('posture', 'NN')]	[('no', 'DT'), ('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('have', 'VBP'), ('downward', 'VBN'), ('posture', 'NN'), ('it', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('upward', 'JJ'), ('posture', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
62	CHI	okay so green's  	"['okay', 'so', 'green', ""'s""]"	"['okay', 'so', 'green', ""'s""]"	"[('okay', 'NNS'), ('so', 'RB'), ('green', 'JJ'), (""'s"", 'POS')]"	"[('okay', 'NNS'), ('so', 'RB'), ('green', 'JJ'), (""'s"", 'POS')]"	Dyad4-time1-condTD.txt	time1-time1-condTD
63	MOT	sure try it  	['sure', 'try', 'it']	['sure', 'try', 'it']	[('sure', 'JJ'), ('try', 'VB'), ('it', 'PRP')]	[('sure', 'JJ'), ('try', 'VB'), ('it', 'PRP')]	Dyad2-time1-condTD.txt	time1-time1-condTD
64	CHI	we'll get lucky one time  	['we', 'will', 'get', 'lucky', 'one', 'time']	['we', 'will', 'get', 'lucky', 'one', 'time']	[('we', 'PRP'), ('will', 'MD'), ('get', 'VB'), ('lucky', 'JJ'), ('one', 'CD'), ('time', 'NN')]	[('we', 'PRP'), ('will', 'MD'), ('get', 'VB'), ('lucky', 'JJ'), ('one', 'CD'), ('time', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
65	MOT	clear downward posture red eyes that are small go   big eyes  	['clear', 'downward', 'posture', 'red', 'eyes', 'that', 'are', 'small', 'go', 'big', 'eyes']	['clear', 'downward', 'posture', 'red', 'eye', 'that', 'be', 'small', 'go', 'big', 'eye']	[('clear', 'JJ'), ('downward', 'JJ'), ('posture', 'NN'), ('red', 'JJ'), ('eyes', 'NNS'), ('that', 'WDT'), ('are', 'VBP'), ('small', 'JJ'), ('go', 'VBP'), ('big', 'JJ'), ('eyes', 'NNS')]	[('clear', 'JJ'), ('downward', 'JJ'), ('posture', 'NN'), ('red', 'VBD'), ('eye', 'NN'), ('that', 'IN'), ('be', 'VB'), ('small', 'JJ'), ('go', 'VB'), ('big', 'JJ'), ('eye', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
66	CHI	maybe it's just a  maybe it's just a twenty five percent chance every time   so i think the arms do mean    i'm sure like it matters  	['maybe', 'it', 'is', 'just', 'a', 'maybe', 'it', 'is', 'just', 'a', 'twenty', 'five', 'percent', 'chance', 'every', 'time', 'so', 'i', 'think', 'the', 'arms', 'do', 'mean', 'i', 'am', 'sure', 'like', 'it', 'matters']	['maybe', 'it', 'be', 'just', 'a', 'maybe', 'it', 'be', 'just', 'a', 'twenty', 'five', 'percent', 'chance', 'every', 'time', 'so', 'i', 'think', 'the', 'arm', 'do', 'mean', 'i', 'be', 'sure', 'like', 'it', 'matter']	[('maybe', 'RB'), ('it', 'PRP'), ('is', 'VBZ'), ('just', 'RB'), ('a', 'DT'), ('maybe', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('just', 'RB'), ('a', 'DT'), ('twenty', 'JJ'), ('five', 'CD'), ('percent', 'NN'), ('chance', 'NN'), ('every', 'DT'), ('time', 'NN'), ('so', 'IN'), ('i', 'JJ'), ('think', 'VBP'), ('the', 'DT'), ('arms', 'NNS'), ('do', 'VBP'), ('mean', 'VB'), ('i', 'VB'), ('am', 'VBP'), ('sure', 'JJ'), ('like', 'IN'), ('it', 'PRP'), ('matters', 'NNS')]	[('maybe', 'RB'), ('it', 'PRP'), ('be', 'VB'), ('just', 'RB'), ('a', 'DT'), ('maybe', 'NN'), ('it', 'PRP'), ('be', 'VB'), ('just', 'RB'), ('a', 'DT'), ('twenty', 'JJ'), ('five', 'CD'), ('percent', 'NN'), ('chance', 'NN'), ('every', 'DT'), ('time', 'NN'), ('so', 'IN'), ('i', 'JJ'), ('think', 'VBP'), ('the', 'DT'), ('arm', 'NN'), ('do', 'VBP'), ('mean', 'VB'), ('i', 'NN'), ('be', 'VB'), ('sure', 'JJ'), ('like', 'IN'), ('it', 'PRP'), ('matter', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
67	MOT	go for it  	['go', 'for', 'it']	['go', 'for', 'it']	[('go', 'VB'), ('for', 'IN'), ('it', 'PRP')]	[('go', 'VB'), ('for', 'IN'), ('it', 'PRP')]	Dyad2-time1-condTD.txt	time1-time1-condTD
68	CHI	okay this guy's spotted   and he has weak little arms   and he has small legs   did this guy look like he has money on him   he looks like a frog  	"['okay', 'this', 'guy', ""'s"", 'spotted', 'and', 'he', 'has', 'weak', 'little', 'arms', 'and', 'he', 'has', 'small', 'legs', 'did', 'this', 'guy', 'look', 'like', 'he', 'has', 'money', 'on', 'him', 'he', 'looks', 'like', 'a', 'frog']"	"['okay', 'this', 'guy', ""'s"", 'spotted', 'and', 'he', 'have', 'weak', 'little', 'arm', 'and', 'he', 'have', 'small', 'leg', 'do', 'this', 'guy', 'look', 'like', 'he', 'have', 'money', 'on', 'him', 'he', 'look', 'like', 'a', 'frog']"	"[('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('spotted', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('weak', 'JJ'), ('little', 'JJ'), ('arms', 'NNS'), ('and', 'CC'), ('he', 'PRP'), ('has', 'VBZ'), ('small', 'JJ'), ('legs', 'NNS'), ('did', 'VBD'), ('this', 'DT'), ('guy', 'NN'), ('look', 'NN'), ('like', 'IN'), ('he', 'PRP'), ('has', 'VBZ'), ('money', 'NN'), ('on', 'IN'), ('him', 'PRP'), ('he', 'PRP'), ('looks', 'VBZ'), ('like', 'IN'), ('a', 'DT'), ('frog', 'NN')]"	"[('okay', 'NN'), ('this', 'DT'), ('guy', 'NN'), (""'s"", 'POS'), ('spotted', 'JJ'), ('and', 'CC'), ('he', 'PRP'), ('have', 'VBP'), ('weak', 'JJ'), ('little', 'JJ'), ('arm', 'NN'), ('and', 'CC'), ('he', 'PRP'), ('have', 'VBP'), ('small', 'JJ'), ('leg', 'NNS'), ('do', 'VBP'), ('this', 'DT'), ('guy', 'NN'), ('look', 'NN'), ('like', 'IN'), ('he', 'PRP'), ('have', 'VBP'), ('money', 'NN'), ('on', 'IN'), ('him', 'PRP'), ('he', 'PRP'), ('look', 'VBZ'), ('like', 'IN'), ('a', 'DT'), ('frog', 'NN')]"	Dyad4-time1-condTD.txt	time1-time1-condTD
69	MOT	no  no spots  	['no', 'no', 'spots']	['no', 'no', 'spot']	[('no', 'DT'), ('no', 'DT'), ('spots', 'NNS')]	[('no', 'DT'), ('no', 'DT'), ('spot', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
70	CHI	the guy with the spots was buff though  	['the', 'guy', 'with', 'the', 'spots', 'was', 'buff', 'though']	['the', 'guy', 'with', 'the', 'spot', 'be', 'buff', 'though']	[('the', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('the', 'DT'), ('spots', 'NNS'), ('was', 'VBD'), ('buff', 'VBN'), ('though', 'IN')]	[('the', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('the', 'DT'), ('spot', 'NN'), ('be', 'VB'), ('buff', 'VBN'), ('though', 'IN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
71	MOT	is friendly but if they didn't have spots they didn't have a gem  	['is', 'friendly', 'but', 'if', 'they', 'did', 'not', 'have', 'spots', 'they', 'did', 'not', 'have', 'a', 'gem']	['be', 'friendly', 'but', 'if', 'they', 'do', 'not', 'have', 'spot', 'they', 'do', 'not', 'have', 'a', 'gem']	[('is', 'VBZ'), ('friendly', 'RB'), ('but', 'CC'), ('if', 'IN'), ('they', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('have', 'VB'), ('spots', 'NNS'), ('they', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('have', 'VB'), ('a', 'DT'), ('gem', 'NN')]	[('be', 'VB'), ('friendly', 'RB'), ('but', 'CC'), ('if', 'IN'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('spot', 'NN'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('a', 'DT'), ('gem', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
72	CHI	we got gems  	['we', 'got', 'gems']	['we', 'get', 'gem']	[('we', 'PRP'), ('got', 'VBD'), ('gems', 'NNS')]	[('we', 'PRP'), ('get', 'VBP'), ('gem', 'JJ')]	Dyad4-time1-condTD.txt	time1-time1-condTD
73	MOT	so eyes  	['so', 'eyes']	['so', 'eye']	[('so', 'RB'), ('eyes', 'NNS')]	[('so', 'RB'), ('eye', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
74	CHI	i think the legs also matter 'cause i've seen some guy with big legs and small legs   i think we stole from him that last guy  	['i', 'think', 'the', 'legs', 'also', 'matter', 'because', 'i', 'have', 'seen', 'some', 'guy', 'with', 'big', 'legs', 'and', 'small', 'legs', 'i', 'think', 'we', 'stole', 'from', 'him', 'that', 'last', 'guy']	['i', 'think', 'the', 'leg', 'also', 'matter', 'because', 'i', 'have', 'see', 'some', 'guy', 'with', 'big', 'leg', 'and', 'small', 'leg', 'i', 'think', 'we', 'steal', 'from', 'him', 'that', 'last', 'guy']	[('i', 'NN'), ('think', 'VBP'), ('the', 'DT'), ('legs', 'NNS'), ('also', 'RB'), ('matter', 'VBP'), ('because', 'IN'), ('i', 'NN'), ('have', 'VBP'), ('seen', 'VBN'), ('some', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('big', 'JJ'), ('legs', 'NNS'), ('and', 'CC'), ('small', 'JJ'), ('legs', 'NNS'), ('i', 'JJ'), ('think', 'VBP'), ('we', 'PRP'), ('stole', 'VBP'), ('from', 'IN'), ('him', 'PRP'), ('that', 'IN'), ('last', 'JJ'), ('guy', 'NN')]	[('i', 'NN'), ('think', 'VBP'), ('the', 'DT'), ('leg', 'NN'), ('also', 'RB'), ('matter', 'NN'), ('because', 'IN'), ('i', 'NN'), ('have', 'VBP'), ('see', 'VBN'), ('some', 'DT'), ('guy', 'NN'), ('with', 'IN'), ('big', 'JJ'), ('leg', 'NN'), ('and', 'CC'), ('small', 'JJ'), ('leg', 'NN'), ('i', 'JJ'), ('think', 'VBP'), ('we', 'PRP'), ('steal', 'VBP'), ('from', 'IN'), ('him', 'PRP'), ('that', 'IN'), ('last', 'JJ'), ('guy', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
75	MOT	okay keep an eye on that  	['okay', 'keep', 'an', 'eye', 'on', 'that']	['okay', 'keep', 'an', 'eye', 'on', 'that']	[('okay', 'RB'), ('keep', 'VB'), ('an', 'DT'), ('eye', 'NN'), ('on', 'IN'), ('that', 'DT')]	[('okay', 'RB'), ('keep', 'VB'), ('an', 'DT'), ('eye', 'NN'), ('on', 'IN'), ('that', 'DT')]	Dyad2-time1-condTD.txt	time1-time1-condTD
76	CHI	the big dude the first guy that we faced  	['the', 'big', 'dude', 'the', 'first', 'guy', 'that', 'we', 'faced']	['the', 'big', 'dude', 'the', 'first', 'guy', 'that', 'we', 'face']	[('the', 'DT'), ('big', 'JJ'), ('dude', 'NN'), ('the', 'DT'), ('first', 'JJ'), ('guy', 'NN'), ('that', 'IN'), ('we', 'PRP'), ('faced', 'VBD')]	[('the', 'DT'), ('big', 'JJ'), ('dude', 'NN'), ('the', 'DT'), ('first', 'JJ'), ('guy', 'NN'), ('that', 'IN'), ('we', 'PRP'), ('face', 'VBP')]	Dyad4-time1-condTD.txt	time1-time1-condTD
77	MOT	the tongue  	['the', 'tongue']	['the', 'tongue']	[('the', 'DT'), ('tongue', 'NN')]	[('the', 'DT'), ('tongue', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
78	CHI	from this guy   i don't  	['from', 'this', 'guy', 'i', 'do', 'not']	['from', 'this', 'guy', 'i', 'do', 'not']	[('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('i', 'VB'), ('do', 'VBP'), ('not', 'RB')]	[('from', 'IN'), ('this', 'DT'), ('guy', 'NN'), ('i', 'VB'), ('do', 'VBP'), ('not', 'RB')]	Dyad4-time1-condTD.txt	time1-time1-condTD
79	MOT	goahead give it a whirl so they're friendly goahead  goahead let's see the next one  	['goahead', 'give', 'it', 'a', 'whirl', 'so', 'they', 'are', 'friendly', 'goahead', 'goahead', 'let', 'us', 'see', 'the', 'next', 'one']	['goahead', 'give', 'it', 'a', 'whirl', 'so', 'they', 'be', 'friendly', 'goahead', 'goahead', 'let', 'u', 'see', 'the', 'next', 'one']	[('goahead', 'UH'), ('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('whirl', 'NN'), ('so', 'IN'), ('they', 'PRP'), ('are', 'VBP'), ('friendly', 'JJ'), ('goahead', 'UH'), ('goahead', 'UH'), ('let', 'VBD'), ('us', 'PRP'), ('see', 'VB'), ('the', 'DT'), ('next', 'JJ'), ('one', 'NN')]	[('goahead', 'UH'), ('give', 'VB'), ('it', 'PRP'), ('a', 'DT'), ('whirl', 'NN'), ('so', 'IN'), ('they', 'PRP'), ('be', 'VB'), ('friendly', 'JJ'), ('goahead', 'UH'), ('goahead', 'UH'), ('let', 'NN'), ('u', 'JJ'), ('see', 'VB'), ('the', 'DT'), ('next', 'JJ'), ('one', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
80	CHI	is this guy a bad guy  	['is', 'this', 'guy', 'a', 'bad', 'guy']	['be', 'this', 'guy', 'a', 'bad', 'guy']	[('is', 'VBZ'), ('this', 'DT'), ('guy', 'NN'), ('a', 'DT'), ('bad', 'JJ'), ('guy', 'NN')]	[('be', 'VB'), ('this', 'DT'), ('guy', 'NN'), ('a', 'DT'), ('bad', 'JJ'), ('guy', 'NN')]	Dyad4-time1-condTD.txt	time1-time1-condTD
81	MOT	that one you steal from  	['that', 'one', 'you', 'steal', 'from']	['that', 'one', 'you', 'steal', 'from']	[('that', 'DT'), ('one', 'CD'), ('you', 'PRP'), ('steal', 'VBP'), ('from', 'IN')]	[('that', 'DT'), ('one', 'CD'), ('you', 'PRP'), ('steal', 'VBP'), ('from', 'IN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
82	CHI	ask him  	['ask', 'him']	['ask', 'him']	[('ask', 'NN'), ('him', 'PRP')]	[('ask', 'NN'), ('him', 'PRP')]	Dyad4-time1-condTD.txt	time1-time1-condTD
83	MOT	that doesn't make any sense  	['that', 'does', 'not', 'make', 'any', 'sense']	['that', 'do', 'not', 'make', 'any', 'sense']	[('that', 'DT'), ('does', 'VBZ'), ('not', 'RB'), ('make', 'VB'), ('any', 'DT'), ('sense', 'NN')]	[('that', 'DT'), ('do', 'VBP'), ('not', 'RB'), ('make', 'VB'), ('any', 'DT'), ('sense', 'NN')]	Dyad2-time1-condTD.txt	time1-time1-condTD
84	CHI	no it's just waved  	['no', 'it', 'is', 'just', 'waved']	['no', 'it', 'be', 'just', 'wave']	[('no', 'DT'), ('it', 'PRP'), ('is', 'VBZ'), ('just', 'RB'), ('waved', 'VBN')]	[('no', 'DT'), ('it', 'PRP'), ('be', 'VB'), ('just', 'RB'), ('wave', 'VB')]	Dyad4-time1-condTD.txt	time1-time1-condTD
85	MOT	no 'cause we had blue aliens that were friendly  	['no', 'because', 'we', 'had', 'blue', 'aliens', 'that', 'were', 'friendly']	['no', 'because', 'we', 'have', 'blue', 'alien', 'that', 'be', 'friendly']	[('no', 'DT'), ('because', 'IN'), ('we', 'PRP'), ('had', 'VBD'), ('blue', 'JJ'), ('aliens', 'NNS'), ('that', 'WDT'), ('were', 'VBD'), ('friendly', 'RB')]	[('no', 'DT'), ('because', 'IN'), ('we', 'PRP'), ('have', 'VBP'), ('blue', 'JJ'), ('alien', 'NN'), ('that', 'WDT'), ('be', 'VB'), ('friendly', 'RB')]	Dyad2-time1-condTD.txt	time1-time1-condTD
