participant	content	token	lemma	tagged_token	tagged_lemma	file
CHI	 see how his eyes are red   i think that's a key that we gotta run and on all the other ones where they're going  agh  the eyes were white we gotta steal a gem   know what i'm saying  	['see', 'how', 'his', 'eyes', 'are', 'red', 'i', 'think', 'that', 'is', 'a', 'key', 'that', 'we', 'got', 'ta', 'run', 'and', 'on', 'all', 'the', 'other', 'ones', 'where', 'they', 'are', 'going', 'agh', 'the', 'eyes', 'were', 'white', 'we', 'got', 'ta', 'steal', 'a', 'gem', 'know', 'what', 'i', 'am', 'saying']	['see', 'how', 'his', 'eye', 'be', 'red', 'i', 'think', 'that', 'be', 'a', 'key', 'that', 'we', 'get', 'ta', 'run', 'and', 'on', 'all', 'the', 'other', 'one', 'where', 'they', 'be', 'go', 'agh', 'the', 'eye', 'be', 'white', 'we', 'get', 'ta', 'steal', 'a', 'gem', 'know', 'what', 'i', 'be', 'say']	[('see', 'VB'), ('how', 'WRB'), ('his', 'PRP$'), ('eyes', 'NNS'), ('are', 'VBP'), ('red', 'JJ'), ('i', 'JJ'), ('think', 'VBP'), ('that', 'WDT'), ('is', 'VBZ'), ('a', 'DT'), ('key', 'JJ'), ('that', 'IN'), ('we', 'PRP'), ('got', 'VBD'), ('ta', 'JJ'), ('run', 'NN'), ('and', 'CC'), ('on', 'IN'), ('all', 'PDT'), ('the', 'DT'), ('other', 'JJ'), ('ones', 'NNS'), ('where', 'WRB'), ('they', 'PRP'), ('are', 'VBP'), ('going', 'VBG'), ('agh', 'IN'), ('the', 'DT'), ('eyes', 'NNS'), ('were', 'VBD'), ('white', 'JJ'), ('we', 'PRP'), ('got', 'VBD'), ('ta', 'JJ'), ('steal', 'VB'), ('a', 'DT'), ('gem', 'NN'), ('know', 'VBP'), ('what', 'WP'), ('i', 'VBP'), ('am', 'VBP'), ('saying', 'VBG')]	[('see', 'VB'), ('how', 'WRB'), ('his', 'PRP$'), ('eye', 'NN'), ('be', 'VB'), ('red', 'JJ'), ('i', 'JJ'), ('think', 'VBP'), ('that', 'IN'), ('be', 'VB'), ('a', 'DT'), ('key', 'JJ'), ('that', 'IN'), ('we', 'PRP'), ('get', 'VBP'), ('ta', 'JJ'), ('run', 'NN'), ('and', 'CC'), ('on', 'IN'), ('all', 'PDT'), ('the', 'DT'), ('other', 'JJ'), ('one', 'CD'), ('where', 'WRB'), ('they', 'PRP'), ('be', 'VB'), ('go', 'VBN'), ('agh', 'IN'), ('the', 'DT'), ('eye', 'NN'), ('be', 'VB'), ('white', 'JJ'), ('we', 'PRP'), ('get', 'VBP'), ('ta', 'JJ'), ('steal', 'VB'), ('a', 'DT'), ('gem', 'NN'), ('know', 'VBP'), ('what', 'WP'), ('i', 'JJ'), ('be', 'VB'), ('say', 'VBP')]	Dyad2-time1-condTD.txt
MOT	i don't know why you would think that but   can you stop going with your method now  	['i', 'do', 'not', 'know', 'why', 'you', 'would', 'think', 'that', 'but', 'can', 'you', 'stop', 'going', 'with', 'your', 'method', 'now']	['i', 'do', 'not', 'know', 'why', 'you', 'would', 'think', 'that', 'but', 'can', 'you', 'stop', 'go', 'with', 'your', 'method', 'now']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('why', 'WRB'), ('you', 'PRP'), ('would', 'MD'), ('think', 'VB'), ('that', 'IN'), ('but', 'CC'), ('can', 'MD'), ('you', 'PRP'), ('stop', 'VB'), ('going', 'VBG'), ('with', 'IN'), ('your', 'PRP$'), ('method', 'NN'), ('now', 'RB')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('why', 'WRB'), ('you', 'PRP'), ('would', 'MD'), ('think', 'VB'), ('that', 'IN'), ('but', 'CC'), ('can', 'MD'), ('you', 'PRP'), ('stop', 'VB'), ('go', 'VB'), ('with', 'IN'), ('your', 'PRP$'), ('method', 'NN'), ('now', 'RB')]	Dyad2-time1-condTD.txt
CHI	yep  yep alright go on  	['yep', 'yep', 'alright', 'go', 'on']	['yep', 'yep', 'alright', 'go', 'on']	[('yep', 'NN'), ('yep', 'NN'), ('alright', 'VBD'), ('go', 'VB'), ('on', 'IN')]	[('yep', 'NN'), ('yep', 'NN'), ('alright', 'VBD'), ('go', 'VB'), ('on', 'IN')]	Dyad2-time1-condTD.txt
MOT	okay i think you try and get the gem from him   i don't    okay goahead go with that one  	['okay', 'i', 'think', 'you', 'try', 'and', 'get', 'the', 'gem', 'from', 'him', 'i', 'do', 'not', 'okay', 'goahead', 'go', 'with', 'that', 'one']	['okay', 'i', 'think', 'you', 'try', 'and', 'get', 'the', 'gem', 'from', 'him', 'i', 'do', 'not', 'okay', 'goahead', 'go', 'with', 'that', 'one']	[('okay', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('you', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('get', 'VBP'), ('the', 'DT'), ('gem', 'NN'), ('from', 'IN'), ('him', 'PRP'), ('i', 'VB'), ('do', 'VBP'), ('not', 'RB'), ('okay', 'VB'), ('goahead', 'UH'), ('go', 'VB'), ('with', 'IN'), ('that', 'DT'), ('one', 'CD')]	[('okay', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('you', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('get', 'VBP'), ('the', 'DT'), ('gem', 'NN'), ('from', 'IN'), ('him', 'PRP'), ('i', 'VB'), ('do', 'VBP'), ('not', 'RB'), ('okay', 'VB'), ('goahead', 'UH'), ('go', 'VB'), ('with', 'IN'), ('that', 'DT'), ('one', 'CD')]	Dyad2-time1-condTD.txt
CHI	that's  that's the steal  	['that', 'is', 'that', 'is', 'the', 'steal']	['that', 'be', 'that', 'be', 'the', 'steal']	[('that', 'DT'), ('is', 'VBZ'), ('that', 'DT'), ('is', 'VBZ'), ('the', 'DT'), ('steal', 'NN')]	[('that', 'DT'), ('be', 'VB'), ('that', 'IN'), ('be', 'VB'), ('the', 'DT'), ('steal', 'NN')]	Dyad2-time1-condTD.txt
MOT	sure goahead  	['sure', 'goahead']	['sure', 'goahead']	[('sure', 'JJ'), ('goahead', 'UH')]	[('sure', 'JJ'), ('goahead', 'UH')]	Dyad2-time1-condTD.txt
CHI	i think you're gonna beat us on this one ahem okay so this one's an angry alien  	"['i', 'think', 'you', 'are', 'gon', 'na', 'beat', 'us', 'on', 'this', 'one', 'ahem', 'okay', 'so', 'this', 'one', ""'s"", 'an', 'angry', 'alien']"	"['i', 'think', 'you', 'be', 'gon', 'na', 'beat', 'u', 'on', 'this', 'one', 'ahem', 'okay', 'so', 'this', 'one', ""'s"", 'an', 'angry', 'alien']"	"[('i', 'NN'), ('think', 'VBP'), ('you', 'PRP'), ('are', 'VBP'), ('gon', 'VBG'), ('na', 'TO'), ('beat', 'VB'), ('us', 'PRP'), ('on', 'IN'), ('this', 'DT'), ('one', 'CD'), ('ahem', 'NN'), ('okay', 'VBZ'), ('so', 'RB'), ('this', 'DT'), ('one', 'NN'), (""'s"", 'POS'), ('an', 'DT'), ('angry', 'JJ'), ('alien', 'NN')]"	"[('i', 'NN'), ('think', 'VBP'), ('you', 'PRP'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO'), ('beat', 'VB'), ('u', 'JJ'), ('on', 'IN'), ('this', 'DT'), ('one', 'CD'), ('ahem', 'NN'), ('okay', 'VBZ'), ('so', 'RB'), ('this', 'DT'), ('one', 'NN'), (""'s"", 'POS'), ('an', 'DT'), ('angry', 'JJ'), ('alien', 'NN')]"	Dyad2-time1-condTD.txt
MOT	yep fair enough  	['yep', 'fair', 'enough']	['yep', 'fair', 'enough']	[('yep', 'RB'), ('fair', 'JJ'), ('enough', 'RB')]	[('yep', 'RB'), ('fair', 'JJ'), ('enough', 'RB')]	Dyad2-time1-condTD.txt
CHI	so with the last one we were supposed to steal one  	['so', 'with', 'the', 'last', 'one', 'we', 'were', 'supposed', 'to', 'steal', 'one']	['so', 'with', 'the', 'last', 'one', 'we', 'be', 'suppose', 'to', 'steal', 'one']	[('so', 'RB'), ('with', 'IN'), ('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('we', 'PRP'), ('were', 'VBD'), ('supposed', 'VBN'), ('to', 'TO'), ('steal', 'VB'), ('one', 'CD')]	[('so', 'RB'), ('with', 'IN'), ('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('we', 'PRP'), ('be', 'VB'), ('suppose', 'VBN'), ('to', 'TO'), ('steal', 'VB'), ('one', 'CD')]	Dyad2-time1-condTD.txt
MOT	the last one had downward posture but  	['the', 'last', 'one', 'had', 'downward', 'posture', 'but']	['the', 'last', 'one', 'have', 'downward', 'posture', 'but']	[('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('had', 'VBD'), ('downward', 'JJ'), ('posture', 'NN'), ('but', 'CC')]	[('the', 'DT'), ('last', 'JJ'), ('one', 'CD'), ('have', 'VBP'), ('downward', 'JJ'), ('posture', 'NN'), ('but', 'CC')]	Dyad2-time1-condTD.txt
CHI	red eyes   screwit why not  	['red', 'eyes', 'screwit', 'why', 'not']	['red', 'eye', 'screwit', 'why', 'not']	[('red', 'JJ'), ('eyes', 'NNS'), ('screwit', 'UH'), ('why', 'WRB'), ('not', 'RB')]	[('red', 'JJ'), ('eye', 'NN'), ('screwit', 'UH'), ('why', 'WRB'), ('not', 'RB')]	Dyad2-time1-condTD.txt
MOT	trying to steal it  	['trying', 'to', 'steal', 'it']	['try', 'to', 'steal', 'it']	[('trying', 'VBG'), ('to', 'TO'), ('steal', 'VB'), ('it', 'PRP')]	[('try', 'NN'), ('to', 'TO'), ('steal', 'VB'), ('it', 'PRP')]	Dyad2-time1-condTD.txt
CHI	yeah boom god  	['yeah', 'boom', 'god']	['yeah', 'boom', 'god']	[('yeah', 'NN'), ('boom', 'NN'), ('god', 'NN')]	[('yeah', 'NN'), ('boom', 'NN'), ('god', 'NN')]	Dyad2-time1-condTD.txt
MOT	 okay let's  	['okay', 'let', 'us']	['okay', 'let', 'u']	[('okay', 'JJ'), ('let', 'VB'), ('us', 'PRP')]	[('okay', 'JJ'), ('let', 'NN'), ('u', 'NN')]	Dyad2-time1-condTD.txt
CHI	okay so this one doesn't have red eyes so it's going like this i say we try and steal a gem  	['okay', 'so', 'this', 'one', 'does', 'not', 'have', 'red', 'eyes', 'so', 'it', 'is', 'going', 'like', 'this', 'i', 'say', 'we', 'try', 'and', 'steal', 'a', 'gem']	['okay', 'so', 'this', 'one', 'do', 'not', 'have', 'red', 'eye', 'so', 'it', 'be', 'go', 'like', 'this', 'i', 'say', 'we', 'try', 'and', 'steal', 'a', 'gem']	[('okay', 'RB'), ('so', 'RB'), ('this', 'DT'), ('one', 'NN'), ('does', 'VBZ'), ('not', 'RB'), ('have', 'VB'), ('red', 'JJ'), ('eyes', 'NNS'), ('so', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('going', 'VBG'), ('like', 'IN'), ('this', 'DT'), ('i', 'JJ'), ('say', 'VBP'), ('we', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('steal', 'VBP'), ('a', 'DT'), ('gem', 'NN')]	[('okay', 'RB'), ('so', 'RB'), ('this', 'DT'), ('one', 'CD'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('red', 'VBN'), ('eye', 'NN'), ('so', 'IN'), ('it', 'PRP'), ('be', 'VB'), ('go', 'VBN'), ('like', 'IN'), ('this', 'DT'), ('i', 'JJ'), ('say', 'VBP'), ('we', 'PRP'), ('try', 'VBP'), ('and', 'CC'), ('steal', 'VBP'), ('a', 'DT'), ('gem', 'NN')]	Dyad2-time1-condTD.txt
MOT	eyes wide open sure goahead   dude you're not good at this  	['eyes', 'wide', 'open', 'sure', 'goahead', 'dude', 'you', 'are', 'not', 'good', 'at', 'this']	['eye', 'wide', 'open', 'sure', 'goahead', 'dude', 'you', 'be', 'not', 'good', 'at', 'this']	[('eyes', 'NNS'), ('wide', 'JJ'), ('open', 'JJ'), ('sure', 'JJ'), ('goahead', 'UH'), ('dude', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('not', 'RB'), ('good', 'JJ'), ('at', 'IN'), ('this', 'DT')]	[('eye', 'NN'), ('wide', 'JJ'), ('open', 'JJ'), ('sure', 'JJ'), ('goahead', 'UH'), ('dude', 'NN'), ('you', 'PRP'), ('be', 'VB'), ('not', 'RB'), ('good', 'JJ'), ('at', 'IN'), ('this', 'DT')]	Dyad2-time1-condTD.txt
CHI	i don't know why i was supposed to   okay unhappy  	['i', 'do', 'not', 'know', 'why', 'i', 'was', 'supposed', 'to', 'okay', 'unhappy']	['i', 'do', 'not', 'know', 'why', 'i', 'be', 'suppose', 'to', 'okay', 'unhappy']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('why', 'WRB'), ('i', 'NN'), ('was', 'VBD'), ('supposed', 'VBN'), ('to', 'TO'), ('okay', 'VB'), ('unhappy', 'JJ')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB'), ('why', 'WRB'), ('i', 'JJ'), ('be', 'VB'), ('suppose', 'JJ'), ('to', 'TO'), ('okay', 'VB'), ('unhappy', 'JJ')]	Dyad2-time1-condTD.txt
MOT	ask him  	['ask', 'him']	['ask', 'him']	[('ask', 'NN'), ('him', 'PRP')]	[('ask', 'NN'), ('him', 'PRP')]	Dyad2-time1-condTD.txt
CHI	ask him for a gem  	['ask', 'him', 'for', 'a', 'gem']	['ask', 'him', 'for', 'a', 'gem']	[('ask', 'VB'), ('him', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('ask', 'VB'), ('him', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad2-time1-condTD.txt
MOT	yep well everything else is done  	['yep', 'well', 'everything', 'else', 'is', 'done']	['yep', 'well', 'everything', 'else', 'be', 'do']	[('yep', 'RB'), ('well', 'RB'), ('everything', 'NN'), ('else', 'RB'), ('is', 'VBZ'), ('done', 'VBN')]	[('yep', 'RB'), ('well', 'RB'), ('everything', 'NN'), ('else', 'RB'), ('be', 'VB'), ('do', 'VBP')]	Dyad2-time1-condTD.txt
CHI	this is making no sense   i wonder if their eyes red are friendly aliens   what do you wanna do here   this is a stupid game nooffense   how is that  	['this', 'is', 'making', 'no', 'sense', 'i', 'wonder', 'if', 'their', 'eyes', 'red', 'are', 'friendly', 'aliens', 'what', 'do', 'you', 'wan', 'na', 'do', 'here', 'this', 'is', 'a', 'stupid', 'game', 'nooffense', 'how', 'is', 'that']	['this', 'be', 'make', 'no', 'sense', 'i', 'wonder', 'if', 'their', 'eye', 'red', 'be', 'friendly', 'alien', 'what', 'do', 'you', 'wan', 'na', 'do', 'here', 'this', 'be', 'a', 'stupid', 'game', 'nooffense', 'how', 'be', 'that']	[('this', 'DT'), ('is', 'VBZ'), ('making', 'VBG'), ('no', 'DT'), ('sense', 'NN'), ('i', 'VBZ'), ('wonder', 'VBP'), ('if', 'IN'), ('their', 'PRP$'), ('eyes', 'NNS'), ('red', 'VBN'), ('are', 'VBP'), ('friendly', 'JJ'), ('aliens', 'NNS'), ('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('wan', 'VB'), ('na', 'NNS'), ('do', 'VB'), ('here', 'RB'), ('this', 'DT'), ('is', 'VBZ'), ('a', 'DT'), ('stupid', 'JJ'), ('game', 'NN'), ('nooffense', 'UH'), ('how', 'WRB'), ('is', 'VBZ'), ('that', 'IN')]	[('this', 'DT'), ('be', 'VB'), ('make', 'VBP'), ('no', 'DT'), ('sense', 'NN'), ('i', 'VBZ'), ('wonder', 'VBP'), ('if', 'IN'), ('their', 'PRP$'), ('eye', 'NN'), ('red', 'JJ'), ('be', 'VB'), ('friendly', 'JJ'), ('alien', 'JJ'), ('what', 'WP'), ('do', 'VBP'), ('you', 'PRP'), ('wan', 'VB'), ('na', 'NNS'), ('do', 'VB'), ('here', 'RB'), ('this', 'DT'), ('be', 'VB'), ('a', 'DT'), ('stupid', 'JJ'), ('game', 'NN'), ('nooffense', 'UH'), ('how', 'WRB'), ('be', 'VB'), ('that', 'IN')]	Dyad2-time1-condTD.txt
MOT	okay what determines him    that's the thing like i haven't figured out what makes them friendly  	['okay', 'what', 'determines', 'him', 'that', 'is', 'the', 'thing', 'like', 'i', 'have', 'not', 'figured', 'out', 'what', 'makes', 'them', 'friendly']	['okay', 'what', 'determine', 'him', 'that', 'be', 'the', 'thing', 'like', 'i', 'have', 'not', 'figure', 'out', 'what', 'make', 'them', 'friendly']	[('okay', 'VB'), ('what', 'WP'), ('determines', 'VBZ'), ('him', 'PRP'), ('that', 'WDT'), ('is', 'VBZ'), ('the', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('i', 'NNS'), ('have', 'VBP'), ('not', 'RB'), ('figured', 'VBN'), ('out', 'RP'), ('what', 'WP'), ('makes', 'VBZ'), ('them', 'PRP'), ('friendly', 'JJ')]	[('okay', 'VB'), ('what', 'WP'), ('determine', 'VB'), ('him', 'PRP'), ('that', 'WDT'), ('be', 'VB'), ('the', 'DT'), ('thing', 'NN'), ('like', 'IN'), ('i', 'NNS'), ('have', 'VBP'), ('not', 'RB'), ('figure', 'VBN'), ('out', 'RP'), ('what', 'WP'), ('make', 'VB'), ('them', 'PRP'), ('friendly', 'RB')]	Dyad2-time1-condTD.txt
CHI	yeah what makes them friendly  	['yeah', 'what', 'makes', 'them', 'friendly']	['yeah', 'what', 'make', 'them', 'friendly']	[('yeah', 'VB'), ('what', 'WP'), ('makes', 'VBZ'), ('them', 'PRP'), ('friendly', 'JJ')]	[('yeah', 'NN'), ('what', 'WP'), ('make', 'VB'), ('them', 'PRP'), ('friendly', 'RB')]	Dyad2-time1-condTD.txt
MOT	ask him  ask him nicely  	['ask', 'him', 'ask', 'him', 'nicely']	['ask', 'him', 'ask', 'him', 'nicely']	[('ask', 'VB'), ('him', 'PRP'), ('ask', 'VB'), ('him', 'PRP'), ('nicely', 'RB')]	[('ask', 'VB'), ('him', 'PRP'), ('ask', 'VB'), ('him', 'PRP'), ('nicely', 'RB')]	Dyad2-time1-condTD.txt
CHI	watch it's gonna be we should've stolen it  	['watch', 'it', 'is', 'gon', 'na', 'be', 'we', 'should', 'have', 'stolen', 'it']	['watch', 'it', 'be', 'gon', 'na', 'be', 'we', 'should', 'have', 'steal', 'it']	[('watch', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('gon', 'VBN'), ('na', 'RB'), ('be', 'VB'), ('we', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('stolen', 'VBN'), ('it', 'PRP')]	[('watch', 'VB'), ('it', 'PRP'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'RB'), ('be', 'VB'), ('we', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('steal', 'NN'), ('it', 'PRP')]	Dyad2-time1-condTD.txt
INV	good job  	['good', 'job']	['good', 'job']	[('good', 'JJ'), ('job', 'NN')]	[('good', 'JJ'), ('job', 'NN')]	Dyad2-time1-condTD.txt
CHI	okay so that means they're unhappy  	['okay', 'so', 'that', 'means', 'they', 'are', 'unhappy']	['okay', 'so', 'that', 'mean', 'they', 'be', 'unhappy']	[('okay', 'NNS'), ('so', 'RB'), ('that', 'IN'), ('means', 'VBZ'), ('they', 'PRP'), ('are', 'VBP'), ('unhappy', 'JJ')]	[('okay', 'NNS'), ('so', 'RB'), ('that', 'IN'), ('mean', 'NN'), ('they', 'PRP'), ('be', 'VB'), ('unhappy', 'JJ')]	Dyad2-time1-condTD.txt
MOT	quarter of the way in   well okay this also has spots so is spots an indicator  	['quarter', 'of', 'the', 'way', 'in', 'well', 'okay', 'this', 'also', 'has', 'spots', 'so', 'is', 'spots', 'an', 'indicator']	['quarter', 'of', 'the', 'way', 'in', 'well', 'okay', 'this', 'also', 'have', 'spot', 'so', 'be', 'spots', 'an', 'indicator']	[('quarter', 'NN'), ('of', 'IN'), ('the', 'DT'), ('way', 'NN'), ('in', 'IN'), ('well', 'RB'), ('okay', 'IN'), ('this', 'DT'), ('also', 'RB'), ('has', 'VBZ'), ('spots', 'NNS'), ('so', 'RB'), ('is', 'VBZ'), ('spots', 'JJ'), ('an', 'DT'), ('indicator', 'NN')]	[('quarter', 'NN'), ('of', 'IN'), ('the', 'DT'), ('way', 'NN'), ('in', 'IN'), ('well', 'RB'), ('okay', 'IN'), ('this', 'DT'), ('also', 'RB'), ('have', 'VBP'), ('spot', 'VBN'), ('so', 'RB'), ('be', 'VB'), ('spots', 'NNS'), ('an', 'DT'), ('indicator', 'NN')]	Dyad2-time1-condTD.txt
CHI	for a gem  	['for', 'a', 'gem']	['for', 'a', 'gem']	[('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	[('for', 'IN'), ('a', 'DT'), ('gem', 'NN')]	Dyad2-time1-condTD.txt
MOT	i don't know  	['i', 'do', 'not', 'know']	['i', 'do', 'not', 'know']	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	[('i', 'NNS'), ('do', 'VBP'), ('not', 'RB'), ('know', 'VB')]	Dyad2-time1-condTD.txt
CHI	i say we run from this one and if we get it wrong  we get it wrong  	['i', 'say', 'we', 'run', 'from', 'this', 'one', 'and', 'if', 'we', 'get', 'it', 'wrong', 'we', 'get', 'it', 'wrong']	['i', 'say', 'we', 'run', 'from', 'this', 'one', 'and', 'if', 'we', 'get', 'it', 'wrong', 'we', 'get', 'it', 'wrong']	[('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('run', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD'), ('and', 'CC'), ('if', 'IN'), ('we', 'PRP'), ('get', 'VBP'), ('it', 'PRP'), ('wrong', 'JJ'), ('we', 'PRP'), ('get', 'VBP'), ('it', 'PRP'), ('wrong', 'JJ')]	[('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('run', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD'), ('and', 'CC'), ('if', 'IN'), ('we', 'PRP'), ('get', 'VBP'), ('it', 'PRP'), ('wrong', 'JJ'), ('we', 'PRP'), ('get', 'VBP'), ('it', 'PRP'), ('wrong', 'JJ')]	Dyad2-time1-condTD.txt
MOT	sure why not  	['sure', 'why', 'not']	['sure', 'why', 'not']	[('sure', 'JJ'), ('why', 'WRB'), ('not', 'RB')]	[('sure', 'JJ'), ('why', 'WRB'), ('not', 'RB')]	Dyad2-time1-condTD.txt
CHI	yup okay so spots means they don't have gems i think   so spots happy alien i say we just wave to it   yup so spots means they have no gems so that one's  so we run from this one right  	"['yup', 'okay', 'so', 'spots', 'means', 'they', 'do', 'not', 'have', 'gems', 'i', 'think', 'so', 'spots', 'happy', 'alien', 'i', 'say', 'we', 'just', 'wave', 'to', 'it', 'yup', 'so', 'spots', 'means', 'they', 'have', 'no', 'gems', 'so', 'that', 'one', ""'s"", 'so', 'we', 'run', 'from', 'this', 'one', 'right']"	"['yup', 'okay', 'so', 'spots', 'mean', 'they', 'do', 'not', 'have', 'gem', 'i', 'think', 'so', 'spots', 'happy', 'alien', 'i', 'say', 'we', 'just', 'wave', 'to', 'it', 'yup', 'so', 'spots', 'mean', 'they', 'have', 'no', 'gem', 'so', 'that', 'one', ""'s"", 'so', 'we', 'run', 'from', 'this', 'one', 'right']"	"[('yup', 'NN'), ('okay', 'NNS'), ('so', 'RB'), ('spots', 'JJ'), ('means', 'NNS'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('gems', 'NNS'), ('i', 'JJ'), ('think', 'VBP'), ('so', 'RB'), ('spots', 'JJ'), ('happy', 'JJ'), ('alien', 'NN'), ('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('just', 'RB'), ('wave', 'VBP'), ('to', 'TO'), ('it', 'PRP'), ('yup', 'PRP'), ('so', 'RB'), ('spots', 'JJ'), ('means', 'NNS'), ('they', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('gems', 'NNS'), ('so', 'RB'), ('that', 'IN'), ('one', 'CD'), (""'s"", 'POS'), ('so', 'IN'), ('we', 'PRP'), ('run', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD'), ('right', 'NN')]"	"[('yup', 'NN'), ('okay', 'NNS'), ('so', 'RB'), ('spots', 'JJ'), ('mean', 'NN'), ('they', 'PRP'), ('do', 'VBP'), ('not', 'RB'), ('have', 'VB'), ('gem', 'NN'), ('i', 'NN'), ('think', 'VBP'), ('so', 'RB'), ('spots', 'JJ'), ('happy', 'JJ'), ('alien', 'NN'), ('i', 'NNS'), ('say', 'VBP'), ('we', 'PRP'), ('just', 'RB'), ('wave', 'VBP'), ('to', 'TO'), ('it', 'PRP'), ('yup', 'PRP'), ('so', 'RB'), ('spots', 'JJ'), ('mean', 'NN'), ('they', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('gem', 'NN'), ('so', 'RB'), ('that', 'IN'), ('one', 'CD'), (""'s"", 'POS'), ('so', 'IN'), ('we', 'PRP'), ('run', 'VBP'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD'), ('right', 'NN')]"	Dyad2-time1-condTD.txt
MOT	if spots are an indicator  	['if', 'spots', 'are', 'an', 'indicator']	['if', 'spot', 'be', 'an', 'indicator']	[('if', 'IN'), ('spots', 'NNS'), ('are', 'VBP'), ('an', 'DT'), ('indicator', 'NN')]	[('if', 'IN'), ('spot', 'NN'), ('be', 'VB'), ('an', 'DT'), ('indicator', 'NN')]	Dyad2-time1-condTD.txt
CHI	'cause it's angry   red eyes are angry  	['because', 'it', 'is', 'angry', 'red', 'eyes', 'are', 'angry']	['because', 'it', 'be', 'angry', 'red', 'eye', 'be', 'angry']	[('because', 'IN'), ('it', 'PRP'), ('is', 'VBZ'), ('angry', 'JJ'), ('red', 'JJ'), ('eyes', 'NNS'), ('are', 'VBP'), ('angry', 'JJ')]	[('because', 'IN'), ('it', 'PRP'), ('be', 'VB'), ('angry', 'JJ'), ('red', 'JJ'), ('eye', 'NN'), ('be', 'VB'), ('angry', 'JJ')]	Dyad2-time1-condTD.txt
MOT	or you  	['or', 'you']	['or', 'you']	[('or', 'CC'), ('you', 'PRP')]	[('or', 'CC'), ('you', 'PRP')]	Dyad2-time1-condTD.txt
CHI	okay red eyes so we steal  we steal no you can't hear you're gonna cheat  	['okay', 'red', 'eyes', 'so', 'we', 'steal', 'we', 'steal', 'no', 'you', 'can', 'not', 'hear', 'you', 'are', 'gon', 'na', 'cheat']	['okay', 'red', 'eye', 'so', 'we', 'steal', 'we', 'steal', 'no', 'you', 'can', 'not', 'hear', 'you', 'be', 'gon', 'na', 'cheat']	[('okay', 'RB'), ('red', 'JJ'), ('eyes', 'NNS'), ('so', 'IN'), ('we', 'PRP'), ('steal', 'VBP'), ('we', 'PRP'), ('steal', 'VBP'), ('no', 'DT'), ('you', 'PRP'), ('can', 'MD'), ('not', 'RB'), ('hear', 'VB'), ('you', 'PRP'), ('are', 'VBP'), ('gon', 'VBG'), ('na', 'TO'), ('cheat', 'NN')]	[('okay', 'RB'), ('red', 'JJ'), ('eye', 'NN'), ('so', 'IN'), ('we', 'PRP'), ('steal', 'VBP'), ('we', 'PRP'), ('steal', 'VBP'), ('no', 'DT'), ('you', 'PRP'), ('can', 'MD'), ('not', 'RB'), ('hear', 'VB'), ('you', 'PRP'), ('be', 'VB'), ('gon', 'VBN'), ('na', 'TO'), ('cheat', 'NN')]	Dyad2-time1-condTD.txt
MOT	no spots  	['no', 'spots']	['no', 'spot']	[('no', 'DT'), ('spots', 'NNS')]	[('no', 'DT'), ('spot', 'NN')]	Dyad2-time1-condTD.txt
